fecha_estimacion,fecha,nuevos_mu_10,nuevos_mu_50,nuevos_mu_90,acum_mu_10,acum_mu_50,acum_mu_90,nuevos_obs_10,nuevos_obs_50,nuevos_obs_90,acum_obs_10,acum_obs_50,acum_obs_90
2020-11-27,2020-05-11,4891.8870700090765,6202.72700146691,7377.79448595277,80342.55032883161,91316.50582665137,103960.707633525,4484,6152.5,7968,77626,91241.5,102112
2020-11-27,2020-05-12,5209.0728536152355,6649.031269093619,7946.875738112543,85701.58348489857,97987.86453275313,112107.56540637763,4698,6599.5,8373,84899,97709.5,112135
2020-11-27,2020-05-13,5543.341720118585,7127.270751554008,8559.8785398282,89810.13381079228,105084.06398338958,119292.53392867612,5003,7001,9065,90295,104908,120891
2020-11-27,2020-05-14,5920.641201809599,7636.822097963215,9245.500397435657,95458.10133926898,112735.05157292442,128266.75579599275,5291,7543,9701,94726,112440,128756
2020-11-27,2020-05-15,6286.555610469988,8183.761713645962,9942.480225937732,101769.52151551533,120938.54234670283,138232.25072633964,5702,8075,10403,101603,120719,139025
2020-11-27,2020-05-16,6690.750936558301,8771.721777632458,10713.279884804804,108319.48527644899,129699.33823415075,148768.6560322351,5897,8714.5,11030,108531,129574,150066
2020-11-27,2020-05-17,7137.299475098387,9404.199690078967,11554.891942127124,115010.09180585683,139155.12865055082,159829.7629295545,6381,9340.5,12041,113155,139143.5,159284
2020-11-27,2020-05-18,7600.532941082161,10076.811681486299,12449.204045310997,123401.06515835534,149266.4759960022,173017.53650306337,7046,9938,13216,120760,149121,171441
2020-11-27,2020-05-19,8053.8608393812465,10801.126918889757,13364.309898064335,131161.1233593859,160086.81735790515,186001.53675280113,7239,10590,13894,128257,159747,184471
2020-11-27,2020-05-20,8578.63811292046,11578.431156534698,14402.569338184912,139880.49922752526,171605.37047124823,200519.84968249037,7570,11425,14796,138731,171231.5,200939
2020-11-27,2020-05-21,9133.056003908448,12408.724206502891,15510.865557753896,149097.04251410515,184027.74993513172,216071.96800029383,8339,12216,16286,149351,183667,217962
2020-11-27,2020-05-22,9739.801839049682,13304.795750544252,16725.62391520381,158658.24750697374,197316.91516896302,232605.06379838928,8836,13154,17480,161827,196973,237745
2020-11-27,2020-05-23,10366.35664674471,14249.744023324425,18004.673600454415,168879.6656365601,211491.16163946714,250398.50011893184,9357,13997.5,18697,169878,211244.5,253513
2020-11-27,2020-05-24,11015.158862511238,15265.227149487728,19371.100810639506,180239.33171292095,226699.80362081912,270048.83588918665,10155,15142.5,20080,183693,226245,275691
2020-11-27,2020-05-25,11716.416355411751,16359.23623007194,20860.068755918484,192124.5532938958,243038.1867402126,291133.7415165483,10489,16187,21480,193529,242967,294468
2020-11-27,2020-05-26,12515.800084550165,17521.760380248263,22519.134509874108,204059.41201318608,260607.36902658618,312913.4105658749,11464,17373.5,23446,205564,260399,316651
2020-11-27,2020-05-27,13349.458613044597,18774.131325861024,24273.75737156559,217731.90457229406,279404.228745296,337561.16500183917,11953,18599,24661,216155,279382.5,337656
2020-11-27,2020-05-28,14174.100056366573,20113.86480143552,26107.691967804,231836.89892413927,299427.4832136291,363521.8859028763,12622,19745.5,26642,229693,299773,363450
2020-11-27,2020-05-29,14639.788840415275,21545.71503539494,27670.321102666305,247216.86836215324,321017.8858365751,392011.32393478346,13485,21232,28442,246749,321387,393277
2020-11-27,2020-05-30,15793.025476986502,23085.439454980824,29999.36941430456,261668.88516978183,344191.8740573776,420972.7565817142,15238,22873,31735,261147,344480,422344
2020-11-27,2020-05-31,16806.009801666736,24732.69679081629,32292.187714159463,278857.0001911887,368917.22565875953,453485.5205519521,15446,24601,33600,277029,369542,452859
2020-11-27,2020-06-01,17624.542183764308,26506.57542445766,34516.0365145776,297162.82526174746,395499.5272179815,488784.57238678227,16538,26160.5,35529,298180,395315.5,490924
2020-11-27,2020-06-02,18746.179915645225,28388.070750014496,37147.57701034631,316655.96980817005,424067.8068287417,526819.8187391197,18204,28235,39154,315443,423480.5,527007
2020-11-27,2020-06-03,19936.819470900304,30409.96399807488,39951.183874320996,337267.6778473879,454500.1925424653,567458.7514868601,18067,30231,40713,344781,453673,576917
2020-11-27,2020-06-04,21564.570162321434,32579.229757452013,43355.5720493769,359443.2490326743,487264.2528915516,611284.3167727004,18738,32140.5,43466,367971,486677.5,622053
2020-11-27,2020-06-05,22917.340343861903,34891.87987656512,46633.07317639653,382665.34711800586,522317.72878531576,658208.70132981194,19945,34340,47243,392486,522117.5,670590
2020-11-27,2020-06-06,24464.466371520644,37369.442805432634,50274.40701079435,407254.04469659925,559245.9362069747,708562.5873515042,22356,36866,51456,414951,558855,718896
2020-11-27,2020-06-07,26024.159728003517,40016.89844477261,54076.63774400973,433397.702642562,599324.8053620849,762926.4348817895,23744,39643,54998,442035,599188,773542
2020-11-27,2020-06-08,26917.59225683845,42854.452093726315,57402.779570601546,461669.74385011685,642359.1062115085,822069.9038046858,24687,42304.5,58669,468511,642778.5,831101
2020-11-27,2020-06-09,28608.194440116906,45903.88235831786,61743.07411819456,471745.4940748831,687779.2032714505,865407.7549097189,24907,45355.5,62347,489793,687646.5,886421
2020-11-27,2020-06-10,30407.344800907522,49164.79368721084,66380.51345444845,501632.5789185109,737241.9182842319,931340.1238816123,27492,48708.5,68107,519146,735693,953115
2020-11-27,2020-06-11,32304.249946972508,52660.026237631086,71359.97896416945,539604.1365173089,789540.2802898784,1008432.8867832349,29987,51678.5,72952,551046,788912.5,1021943
2020-11-27,2020-06-12,34380.75673804742,56397.56115462629,76757.26744280671,574075.0674131474,845622.6370428068,1085168.1205568474,31486,55824,78016,567494,845050.5,1079720
2020-11-27,2020-06-13,36433.52568706519,60371.84220245591,82438.21611093714,622599.9141979052,906107.7567559418,1179859.2357345945,34271,59482.5,85020,615943,904520,1177418
2020-11-27,2020-06-14,38682.45357929157,64612.18587266464,88581.43122329698,653043.5037118425,970746.8858118783,1260570.2170555962,37107,64331.5,91939,659960,971684.5,1267335
2020-11-27,2020-06-15,41123.30857375707,69159.00671745307,95186.60514990662,694555.3131039651,1040187.5917853328,1355840.0941288038,36221,68227,95843,705683,1039931,1365832
2020-11-27,2020-06-16,43715.524704148214,74017.003366572,102319.54225401567,739102.3698149909,1113711.7957469262,1458364.8465229487,38575,73029,103301,753718,1115170.5,1471042
2020-11-27,2020-06-17,46428.39794439707,79207.01984417274,109900.37880644738,785766.7236571684,1192924.567017577,1568259.0885175192,42130,78650,111737,787543,1194826,1573223
2020-11-27,2020-06-18,49342.20852364374,84731.13196873215,118024.32380712332,836644.891126902,1277752.3591647292,1688667.5712531942,45090,83677.5,120510,852864,1277947,1708505
2020-11-27,2020-06-19,52390.07034531128,90664.61713384242,126718.80948701322,886146.4326274046,1368130.2202016972,1812776.389337407,49283,89296.5,129524,890383,1368557,1816576
2020-11-27,2020-06-20,55621.931076574074,96964.62529252039,136044.5145587745,936702.1403553374,1464966.690890642,1943754.5554523454,52797,95617,140119,941229,1466624.5,1948626
2020-11-27,2020-06-21,59048.351247130064,103712.42491446059,146059.37093328076,999181.9004465216,1568364.3987805774,2093119.688421348,54657,102300.5,149400,987254,1569417,2084480
2020-11-27,2020-06-22,62869.84700752723,110924.29665006035,156951.28049410976,1062060.8357826637,1679187.6066312888,2250213.3156569367,59879,109577.5,160198,1057256,1680537.5,2251048
2020-11-27,2020-06-23,66821.18107213237,118653.43036248564,168439.85534216842,1127831.3701208946,1798038.1875828714,2417546.6268229946,60167,117547,170172,1142201,1801061,2440427
2020-11-27,2020-06-24,71095.08028744033,126815.36602707062,180822.46984237718,1198833.4119315569,1925080.888464619,2597673.0538443676,67212,125688.5,186065,1218285,1925853,2622354
2020-11-27,2020-06-25,75518.05357991617,135555.25598938396,194094.1244098826,1276207.5922256475,2061334.1077873125,2792860.642780938,70292,132394.5,200348,1280143,2056589,2809426
2020-11-27,2020-06-26,80166.68448375,144888.04377711128,208164.76409780158,1355908.0126976848,2206671.143256164,3000770.1781655247,76867,142371,211156,1348993,2204830.5,2999808
2020-11-27,2020-06-27,85091.53028698925,154851.61054807313,223183.86646484619,1440244.8672939148,2361291.345801124,3222590.7210342884,74539,152505,225508,1437532,2350660,3235096
2020-11-27,2020-06-28,90391.76740055272,165383.04674807796,239196.87231665978,1529674.1905726867,2525806.7674879637,3460899.8531156066,81210,163251,241697,1602826,2521472.5,3554393
2020-11-27,2020-06-29,95991.96196954742,176627.05138402805,256311.99685666163,1624067.063820079,2702184.4516530484,3714247.9617106062,83152,173796.5,256548,1697033,2695938.5,3809963
2020-11-27,2020-06-30,101584.06885917437,188534.52514198754,274131.612074833,1726336.8884652765,2890459.247986552,3988644.9812243874,92313,186309.5,274199,1752837,2878133.5,4032169
2020-11-27,2020-07-01,107783.29360013259,201170.5837622506,293283.49629341176,1831598.3246384196,3091374.3049140982,4277850.112617235,98673,199264,293539,1884307,3088038.5,4343762
2020-11-27,2020-07-02,114342.71541321414,214585.92603095068,313709.39567165275,1946435.3399947658,3305272.955389971,4590049.376409305,98146,211068,307965,2018142,3299435,4691364
2020-11-27,2020-07-03,117160.16341510208,228847.66739900826,331247.8890570976,2066449.8587860668,3534372.5423750356,4921072.157181222,105340,224878,330207,1937004,3523291.5,4831083
2020-11-27,2020-07-04,125742.34246706766,243884.82356072625,355442.47209139436,2194994.0494835447,3777212.658436597,5279768.9636004325,121142,240322.5,364235,2185385,3765472.5,5309595
2020-11-27,2020-07-05,131073.81155629677,259796.05950735247,377346.17491125583,2327520.46254276,4036834.9443781264,5659362.57946014,125751,255872,388716,2324746,4032784,5693857
2020-11-27,2020-07-06,138985.276386201,276768.85535108834,402687.6451903953,2479732.188834639,4313744.602409061,6076108.6029201215,129717,274039,408735,2396813,4305124.5,6031382
2020-11-27,2020-07-07,149277.83617281236,294722.7771877957,431575.982119464,2634207.4498090576,4610219.747231773,6510360.572719339,135579,293468.5,435116,2587212,4595202,6505921
2020-11-27,2020-07-08,159498.16355370873,313645.0337222184,461267.41017106076,2797607.4343411154,4923709.335566329,6978225.094837119,147219,309131.5,468221,2714355,4913729,6939790
2020-11-27,2020-07-09,167123.05202266658,333537.86983215675,489383.5473336939,2973696.8947355417,5257421.643183485,7479382.305563539,158146,327772,499845,2905919,5252113,7444952
2020-11-27,2020-07-10,176864.4735537925,354457.27058738004,520730.2815644468,3159680.2666201512,5613831.08469132,8010438.713130172,169837,352496,531922,3098078,5600942.5,7974185
2020-11-27,2020-07-11,200284.53245801886,376602.6798394141,566636.2959430963,3346129.6498675644,5992753.298722239,8565438.167598309,182217,368380.5,571925,3266111,6002023.5,8519300
2020-11-27,2020-07-12,213736.9308204547,400011.16212738416,603415.8536871695,3552245.283307,6395222.44223199,9161561.126262758,179850,394853,591626,3717095,6383227.5,9369390
2020-11-27,2020-07-13,226630.47857360297,424378.55255732837,640362.2918751666,3762700.7388520283,6820609.025593568,9789391.85296717,187759,416986,624697,4008952,6810410,10087202
2020-11-27,2020-07-14,239782.85599807536,450160.21411532065,678641.6257714615,3991231.6006527017,7272221.184018541,10458949.172615804,199441,444089,660147,4241398,7273395,10754620
2020-11-27,2020-07-15,253609.19104878066,477038.06144998764,718544.878436594,4231588.436438849,7749390.125727287,11161054.159323921,232297,470943.5,718489,4028520,7740414.5,11005243
2020-11-27,2020-07-16,268132.9302926313,505041.8708807639,759916.2885319078,4488385.781929609,8254720.3331061825,11909330.850502038,234555,500883.5,757366,4592952,8246634.5,12074259
2020-11-27,2020-07-17,281068.1603120531,534417.1344377523,800010.2318285325,4758362.551109351,8789997.406710157,12703937.18585007,249332,527347,794295,4842887,8806240,12807822
2020-11-27,2020-07-18,296971.44686387165,565161.3294907744,844402.8304947454,4931353.487075359,9355969.509824678,13427870.471830145,271498,557464,844147,5183209,9330746.5,13719684
2020-11-27,2020-07-19,313513.19547551725,596952.5275029057,889677.0384100629,5229148.532210917,9950946.59910947,14300981.381517112,282376,587110,893083,5556812,9922137,14656251
2020-11-27,2020-07-20,334125.79324075347,629960.8317656654,939751.586071368,5662470.813880492,10578237.612657683,15341540.804730304,291207,622031,932481,5608864,10551974,15325117
2020-11-27,2020-07-21,352554.32056687545,664199.5389288662,987190.2119716012,6254320.893015359,11244629.756475575,16573438.746036649,327934,655798.5,1005154,6112992,11233396,16445529
2020-11-27,2020-07-22,371124.9562752867,699662.9184404153,1034281.7400346635,6631388.717282555,11946643.246690318,17610530.170863207,331381,685236.5,1037757,6384122,11937744,17344367
2020-11-27,2020-07-23,391677.20572066813,736268.5858272575,1083493.4028683275,6981238.71388136,12684733.022476602,18645235.003163725,341806,729377,1077379,6933289,12664253.5,18630864
2020-11-27,2020-07-24,411920.7568387805,773975.5993991707,1132022.2627204482,7384659.371666174,13456462.879203249,19771631.394977394,388560,769974,1152100,7453147,13435817.5,19840517
2020-11-27,2020-07-25,435240.53239348746,812512.7124720518,1182899.751434832,7815220.40671536,14266421.533434462,20948301.11767472,401466,801503,1200319,7911322,14239014.5,21047930
2020-11-27,2020-07-26,449529.16773651907,851976.1740318001,1223965.984650062,8255671.792917122,15112955.219254626,22168007.23587838,377478,838347,1200239,8280851,15093201,22190741
2020-11-27,2020-07-27,474925.1723013065,892191.4422729046,1274791.2197966622,8799289.348560242,16007852.950695861,23501924.874950513,413468,880781,1266995,8682907,15981479.5,23342064
2020-11-27,2020-07-28,499229.19686601573,933109.2258382456,1322388.2327662352,9305658.833830686,16941559.505235434,24827913.27337616,472159,920345.5,1361112,9222462,16902982.5,24762418
