fecha,casos_acumulados,estimado,tipo,modelo,fecha_estimacion
2020-04-26,279954,CoronaMex,simulacion,m4,2020-05-05
2020-04-27,295739,CoronaMex,simulacion,m4,2020-05-05
2020-04-28,312160,CoronaMex,simulacion,m4,2020-05-05
2020-04-29,329242,CoronaMex,simulacion,m4,2020-05-05
2020-04-30,347012,CoronaMex,simulacion,m4,2020-05-05
2020-05-01,365497,CoronaMex,simulacion,m4,2020-05-05
2020-05-02,384726,CoronaMex,simulacion,m4,2020-05-05
2020-05-03,404726,CoronaMex,simulacion,m4,2020-05-05
2020-05-04,425530,CoronaMex,simulacion,m4,2020-05-05
2020-05-05,447167,CoronaMex,simulacion,m4,2020-05-05
2020-02-15,19,CoronaMex,simulacion,m5,2020-05-05
2020-02-16,20,CoronaMex,simulacion,m5,2020-05-05
2020-02-17,25,CoronaMex,simulacion,m5,2020-05-05
2020-02-18,32,CoronaMex,simulacion,m5,2020-05-05
2020-02-19,41,CoronaMex,simulacion,m5,2020-05-05
2020-02-20,54,CoronaMex,simulacion,m5,2020-05-05
2020-02-21,70,CoronaMex,simulacion,m5,2020-05-05
2020-02-22,89,CoronaMex,simulacion,m5,2020-05-05
2020-02-23,114,CoronaMex,simulacion,m5,2020-05-05
2020-02-24,144,CoronaMex,simulacion,m5,2020-05-05
2020-02-25,181,CoronaMex,simulacion,m5,2020-05-05
2020-02-26,227,CoronaMex,simulacion,m5,2020-05-05
2020-02-27,278,CoronaMex,simulacion,m5,2020-05-05
2020-02-28,340,CoronaMex,simulacion,m5,2020-05-05
2020-02-29,415,CoronaMex,simulacion,m5,2020-05-05
2020-03-01,507,CoronaMex,simulacion,m5,2020-05-05
2020-03-02,618,CoronaMex,simulacion,m5,2020-05-05
2020-03-03,749,CoronaMex,simulacion,m5,2020-05-05
2020-03-04,902,CoronaMex,simulacion,m5,2020-05-05
2020-03-05,1081,CoronaMex,simulacion,m5,2020-05-05
2020-03-06,1291,CoronaMex,simulacion,m5,2020-05-05
2020-03-07,1538,CoronaMex,simulacion,m5,2020-05-05
2020-03-08,1829,CoronaMex,simulacion,m5,2020-05-05
2020-03-09,2171,CoronaMex,simulacion,m5,2020-05-05
2020-03-10,2573,CoronaMex,simulacion,m5,2020-05-05
2020-03-11,3046,CoronaMex,simulacion,m5,2020-05-05
2020-03-12,3594,CoronaMex,simulacion,m5,2020-05-05
2020-03-13,4219,CoronaMex,simulacion,m5,2020-05-05
2020-03-14,4929,CoronaMex,simulacion,m5,2020-05-05
2020-03-15,5728,CoronaMex,simulacion,m5,2020-05-05
2020-03-16,6636,CoronaMex,simulacion,m5,2020-05-05
2020-03-17,7669,CoronaMex,simulacion,m5,2020-05-05
2020-03-18,8844,CoronaMex,simulacion,m5,2020-05-05
2020-03-19,10180,CoronaMex,simulacion,m5,2020-05-05
2020-03-20,11699,CoronaMex,simulacion,m5,2020-05-05
2020-03-21,13427,CoronaMex,simulacion,m5,2020-05-05
2020-03-22,15358,CoronaMex,simulacion,m5,2020-05-05
2020-03-23,17445,CoronaMex,simulacion,m5,2020-05-05
2020-03-24,19652,CoronaMex,simulacion,m5,2020-05-05
2020-03-25,21987,CoronaMex,simulacion,m5,2020-05-05
2020-03-26,24469,CoronaMex,simulacion,m5,2020-05-05
2020-03-27,27121,CoronaMex,simulacion,m5,2020-05-05
2020-03-28,29955,CoronaMex,simulacion,m5,2020-05-05
2020-03-29,32986,CoronaMex,simulacion,m5,2020-05-05
2020-03-30,36229,CoronaMex,simulacion,m5,2020-05-05
2020-03-31,39698,CoronaMex,simulacion,m5,2020-05-05
2020-04-01,43417,CoronaMex,simulacion,m5,2020-05-05
2020-04-02,47442,CoronaMex,simulacion,m5,2020-05-05
2020-04-03,51827,CoronaMex,simulacion,m5,2020-05-05
2020-04-04,56609,CoronaMex,simulacion,m5,2020-05-05
2020-04-05,61822,CoronaMex,simulacion,m5,2020-05-05
2020-04-06,67498,CoronaMex,simulacion,m5,2020-05-05
2020-04-07,73671,CoronaMex,simulacion,m5,2020-05-05
2020-04-08,80375,CoronaMex,simulacion,m5,2020-05-05
2020-04-09,87654,CoronaMex,simulacion,m5,2020-05-05
2020-04-10,95563,CoronaMex,simulacion,m5,2020-05-05
2020-04-11,104193,CoronaMex,simulacion,m5,2020-05-05
2020-04-12,113289,CoronaMex,simulacion,m5,2020-05-05
2020-04-13,122596,CoronaMex,simulacion,m5,2020-05-05
2020-04-14,132168,CoronaMex,simulacion,m5,2020-05-05
2020-04-15,142059,CoronaMex,simulacion,m5,2020-05-05
2020-04-16,152302,CoronaMex,simulacion,m5,2020-05-05
2020-04-17,162920,CoronaMex,simulacion,m5,2020-05-05
2020-04-18,173933,CoronaMex,simulacion,m5,2020-05-05
2020-04-19,185360,CoronaMex,simulacion,m5,2020-05-05
2020-04-20,197218,CoronaMex,simulacion,m5,2020-05-05
2020-04-21,209526,CoronaMex,simulacion,m5,2020-05-05
2020-04-22,222301,CoronaMex,simulacion,m5,2020-05-05
2020-04-23,235559,CoronaMex,simulacion,m5,2020-05-05
2020-04-24,249321,CoronaMex,simulacion,m5,2020-05-05
2020-04-25,263603,CoronaMex,simulacion,m5,2020-05-05
2020-04-26,278427,CoronaMex,simulacion,m5,2020-05-05
2020-04-27,293813,CoronaMex,simulacion,m5,2020-05-05
2020-04-28,309782,CoronaMex,simulacion,m5,2020-05-05
2020-04-29,326355,CoronaMex,simulacion,m5,2020-05-05
2020-04-30,343554,CoronaMex,simulacion,m5,2020-05-05
2020-05-01,361404,CoronaMex,simulacion,m5,2020-05-05
2020-05-02,379929,CoronaMex,simulacion,m5,2020-05-05
2020-05-03,399152,CoronaMex,simulacion,m5,2020-05-05
2020-05-04,419101,CoronaMex,simulacion,m5,2020-05-05
2020-05-05,439802,CoronaMex,simulacion,m5,2020-05-05
2020-02-15,19,CoronaMex,simulacion,m6,2020-05-05
2020-02-16,20,CoronaMex,simulacion,m6,2020-05-05
2020-02-17,25,CoronaMex,simulacion,m6,2020-05-05
2020-02-18,31,CoronaMex,simulacion,m6,2020-05-05
2020-02-19,40,CoronaMex,simulacion,m6,2020-05-05
2020-02-20,51,CoronaMex,simulacion,m6,2020-05-05
2020-02-21,65,CoronaMex,simulacion,m6,2020-05-05
2020-02-22,82,CoronaMex,simulacion,m6,2020-05-05
2020-02-23,104,CoronaMex,simulacion,m6,2020-05-05
2020-02-24,131,CoronaMex,simulacion,m6,2020-05-05
2020-02-25,164,CoronaMex,simulacion,m6,2020-05-05
2020-02-26,205,CoronaMex,simulacion,m6,2020-05-05
2020-02-27,256,CoronaMex,simulacion,m6,2020-05-05
2020-02-28,319,CoronaMex,simulacion,m6,2020-05-05
2020-02-29,397,CoronaMex,simulacion,m6,2020-05-05
2020-03-01,494,CoronaMex,simulacion,m6,2020-05-05
2020-03-02,614,CoronaMex,simulacion,m6,2020-05-05
2020-03-03,756,CoronaMex,simulacion,m6,2020-05-05
2020-03-04,925,CoronaMex,simulacion,m6,2020-05-05
2020-03-05,1123,CoronaMex,simulacion,m6,2020-05-05
2020-03-06,1358,CoronaMex,simulacion,m6,2020-05-05
2020-03-07,1638,CoronaMex,simulacion,m6,2020-05-05
2020-03-08,1970,CoronaMex,simulacion,m6,2020-05-05
2020-03-09,2364,CoronaMex,simulacion,m6,2020-05-05
2020-03-10,2832,CoronaMex,simulacion,m6,2020-05-05
2020-03-11,3388,CoronaMex,simulacion,m6,2020-05-05
2020-03-12,4036,CoronaMex,simulacion,m6,2020-05-05
2020-03-13,4761,CoronaMex,simulacion,m6,2020-05-05
2020-03-14,5557,CoronaMex,simulacion,m6,2020-05-05
2020-03-15,6428,CoronaMex,simulacion,m6,2020-05-05
2020-03-16,7385,CoronaMex,simulacion,m6,2020-05-05
2020-03-17,8442,CoronaMex,simulacion,m6,2020-05-05
2020-03-18,9609,CoronaMex,simulacion,m6,2020-05-05
2020-03-19,10899,CoronaMex,simulacion,m6,2020-05-05
2020-03-20,12325,CoronaMex,simulacion,m6,2020-05-05
2020-03-21,13902,CoronaMex,simulacion,m6,2020-05-05
2020-03-22,15634,CoronaMex,simulacion,m6,2020-05-05
2020-03-23,17514,CoronaMex,simulacion,m6,2020-05-05
2020-03-24,19551,CoronaMex,simulacion,m6,2020-05-05
2020-03-25,21743,CoronaMex,simulacion,m6,2020-05-05
2020-03-26,24111,CoronaMex,simulacion,m6,2020-05-05
2020-03-27,26674,CoronaMex,simulacion,m6,2020-05-05
2020-03-28,29447,CoronaMex,simulacion,m6,2020-05-05
2020-03-29,32449,CoronaMex,simulacion,m6,2020-05-05
2020-03-30,35698,CoronaMex,simulacion,m6,2020-05-05
2020-03-31,39215,CoronaMex,simulacion,m6,2020-05-05
2020-04-01,43020,CoronaMex,simulacion,m6,2020-05-05
2020-04-02,47142,CoronaMex,simulacion,m6,2020-05-05
2020-04-03,51616,CoronaMex,simulacion,m6,2020-05-05
2020-04-04,56477,CoronaMex,simulacion,m6,2020-05-05
2020-04-05,61754,CoronaMex,simulacion,m6,2020-05-05
2020-04-06,67482,CoronaMex,simulacion,m6,2020-05-05
2020-04-07,73699,CoronaMex,simulacion,m6,2020-05-05
2020-04-08,80446,CoronaMex,simulacion,m6,2020-05-05
2020-04-09,87767,CoronaMex,simulacion,m6,2020-05-05
2020-04-10,95712,CoronaMex,simulacion,m6,2020-05-05
2020-04-11,104362,CoronaMex,simulacion,m6,2020-05-05
2020-04-12,113446,CoronaMex,simulacion,m6,2020-05-05
2020-04-13,122748,CoronaMex,simulacion,m6,2020-05-05
2020-04-14,132321,CoronaMex,simulacion,m6,2020-05-05
2020-04-15,142209,CoronaMex,simulacion,m6,2020-05-05
2020-04-16,152440,CoronaMex,simulacion,m6,2020-05-05
2020-04-17,163038,CoronaMex,simulacion,m6,2020-05-05
2020-04-18,174021,CoronaMex,simulacion,m6,2020-05-05
2020-04-19,185407,CoronaMex,simulacion,m6,2020-05-05
2020-04-20,197213,CoronaMex,simulacion,m6,2020-05-05
2020-04-21,209455,CoronaMex,simulacion,m6,2020-05-05
2020-04-22,222151,CoronaMex,simulacion,m6,2020-05-05
2020-04-23,235316,CoronaMex,simulacion,m6,2020-05-05
2020-04-24,248969,CoronaMex,simulacion,m6,2020-05-05
2020-04-25,263126,CoronaMex,simulacion,m6,2020-05-05
2020-04-26,277808,CoronaMex,simulacion,m6,2020-05-05
2020-04-27,293033,CoronaMex,simulacion,m6,2020-05-05
2020-04-28,308822,CoronaMex,simulacion,m6,2020-05-05
2020-04-29,325194,CoronaMex,simulacion,m6,2020-05-05
2020-04-30,342170,CoronaMex,simulacion,m6,2020-05-05
2020-05-01,359774,CoronaMex,simulacion,m6,2020-05-05
2020-05-02,378027,CoronaMex,simulacion,m6,2020-05-05
2020-05-03,396954,CoronaMex,simulacion,m6,2020-05-05
2020-05-04,416578,CoronaMex,simulacion,m6,2020-05-05
2020-05-05,436924,CoronaMex,simulacion,m6,2020-05-05
2020-02-15,19,CoronaMex,simulacion,m7,2020-05-05
2020-02-16,21,CoronaMex,simulacion,m7,2020-05-05
2020-02-17,27,CoronaMex,simulacion,m7,2020-05-05
2020-02-18,37,CoronaMex,simulacion,m7,2020-05-05
2020-02-19,51,CoronaMex,simulacion,m7,2020-05-05
2020-02-20,72,CoronaMex,simulacion,m7,2020-05-05
2020-02-21,100,CoronaMex,simulacion,m7,2020-05-05
2020-02-22,137,CoronaMex,simulacion,m7,2020-05-05
2020-02-23,186,CoronaMex,simulacion,m7,2020-05-05
2020-02-24,252,CoronaMex,simulacion,m7,2020-05-05
2020-02-25,340,CoronaMex,simulacion,m7,2020-05-05
2020-02-26,458,CoronaMex,simulacion,m7,2020-05-05
2020-02-27,593,CoronaMex,simulacion,m7,2020-05-05
2020-02-28,769,CoronaMex,simulacion,m7,2020-05-05
2020-02-29,997,CoronaMex,simulacion,m7,2020-05-05
2020-03-01,1292,CoronaMex,simulacion,m7,2020-05-05
2020-03-02,1625,CoronaMex,simulacion,m7,2020-05-05
2020-03-03,1945,CoronaMex,simulacion,m7,2020-05-05
2020-03-04,2209,CoronaMex,simulacion,m7,2020-05-05
2020-03-05,2441,CoronaMex,simulacion,m7,2020-05-05
2020-03-06,2657,CoronaMex,simulacion,m7,2020-05-05
2020-03-07,2850,CoronaMex,simulacion,m7,2020-05-05
2020-03-08,3024,CoronaMex,simulacion,m7,2020-05-05
2020-03-09,3182,CoronaMex,simulacion,m7,2020-05-05
2020-03-10,3321,CoronaMex,simulacion,m7,2020-05-05
2020-03-11,3450,CoronaMex,simulacion,m7,2020-05-05
2020-03-12,3629,CoronaMex,simulacion,m7,2020-05-05
2020-03-13,3884,CoronaMex,simulacion,m7,2020-05-05
2020-03-14,4235,CoronaMex,simulacion,m7,2020-05-05
2020-03-15,4697,CoronaMex,simulacion,m7,2020-05-05
2020-03-16,5292,CoronaMex,simulacion,m7,2020-05-05
2020-03-17,6049,CoronaMex,simulacion,m7,2020-05-05
2020-03-18,6996,CoronaMex,simulacion,m7,2020-05-05
2020-03-19,8185,CoronaMex,simulacion,m7,2020-05-05
2020-03-20,9681,CoronaMex,simulacion,m7,2020-05-05
2020-03-21,11567,CoronaMex,simulacion,m7,2020-05-05
2020-03-22,13963,CoronaMex,simulacion,m7,2020-05-05
2020-03-23,16570,CoronaMex,simulacion,m7,2020-05-05
2020-03-24,19133,CoronaMex,simulacion,m7,2020-05-05
2020-03-25,21720,CoronaMex,simulacion,m7,2020-05-05
2020-03-26,24384,CoronaMex,simulacion,m7,2020-05-05
2020-03-27,27154,CoronaMex,simulacion,m7,2020-05-05
2020-03-28,30048,CoronaMex,simulacion,m7,2020-05-05
2020-03-29,33083,CoronaMex,simulacion,m7,2020-05-05
2020-03-30,36270,CoronaMex,simulacion,m7,2020-05-05
2020-03-31,39619,CoronaMex,simulacion,m7,2020-05-05
2020-04-01,43156,CoronaMex,simulacion,m7,2020-05-05
2020-04-02,47014,CoronaMex,simulacion,m7,2020-05-05
2020-04-03,51290,CoronaMex,simulacion,m7,2020-05-05
2020-04-04,56040,CoronaMex,simulacion,m7,2020-05-05
2020-04-05,61275,CoronaMex,simulacion,m7,2020-05-05
2020-04-06,67013,CoronaMex,simulacion,m7,2020-05-05
2020-04-07,73298,CoronaMex,simulacion,m7,2020-05-05
2020-04-08,80178,CoronaMex,simulacion,m7,2020-05-05
2020-04-09,87707,CoronaMex,simulacion,m7,2020-05-05
2020-04-10,95936,CoronaMex,simulacion,m7,2020-05-05
2020-04-11,104931,CoronaMex,simulacion,m7,2020-05-05
2020-04-12,114286,CoronaMex,simulacion,m7,2020-05-05
2020-04-13,123672,CoronaMex,simulacion,m7,2020-05-05
2020-04-14,133206,CoronaMex,simulacion,m7,2020-05-05
2020-04-15,142958,CoronaMex,simulacion,m7,2020-05-05
2020-04-16,152974,CoronaMex,simulacion,m7,2020-05-05
2020-04-17,163285,CoronaMex,simulacion,m7,2020-05-05
2020-04-18,173915,CoronaMex,simulacion,m7,2020-05-05
2020-04-19,184881,CoronaMex,simulacion,m7,2020-05-05
2020-04-20,196199,CoronaMex,simulacion,m7,2020-05-05
2020-04-21,207882,CoronaMex,simulacion,m7,2020-05-05
2020-04-22,219943,CoronaMex,simulacion,m7,2020-05-05
2020-04-23,232396,CoronaMex,simulacion,m7,2020-05-05
2020-04-24,245254,CoronaMex,simulacion,m7,2020-05-05
2020-04-25,258529,CoronaMex,simulacion,m7,2020-05-05
2020-04-26,272236,CoronaMex,simulacion,m7,2020-05-05
2020-04-27,286388,CoronaMex,simulacion,m7,2020-05-05
2020-04-28,300999,CoronaMex,simulacion,m7,2020-05-05
2020-04-29,316085,CoronaMex,simulacion,m7,2020-05-05
2020-04-30,331660,CoronaMex,simulacion,m7,2020-05-05
2020-05-01,347740,CoronaMex,simulacion,m7,2020-05-05
2020-05-02,364341,CoronaMex,simulacion,m7,2020-05-05
2020-05-03,381479,CoronaMex,simulacion,m7,2020-05-05
2020-05-04,399173,CoronaMex,simulacion,m7,2020-05-05
2020-05-05,417438,CoronaMex,simulacion,m7,2020-05-05
2020-02-15,19,CoronaMex,simulacion,m8,2020-05-05
2020-02-16,21,CoronaMex,simulacion,m8,2020-05-05
2020-02-17,26,CoronaMex,simulacion,m8,2020-05-05
2020-02-18,34,CoronaMex,simulacion,m8,2020-05-05
2020-02-19,46,CoronaMex,simulacion,m8,2020-05-05
2020-02-20,62,CoronaMex,simulacion,m8,2020-05-05
2020-02-21,83,CoronaMex,simulacion,m8,2020-05-05
2020-02-22,111,CoronaMex,simulacion,m8,2020-05-05
2020-02-23,147,CoronaMex,simulacion,m8,2020-05-05
2020-02-24,194,CoronaMex,simulacion,m8,2020-05-05
2020-02-25,254,CoronaMex,simulacion,m8,2020-05-05
2020-02-26,333,CoronaMex,simulacion,m8,2020-05-05
2020-02-27,423,CoronaMex,simulacion,m8,2020-05-05
2020-02-28,537,CoronaMex,simulacion,m8,2020-05-05
2020-02-29,681,CoronaMex,simulacion,m8,2020-05-05
2020-03-01,864,CoronaMex,simulacion,m8,2020-05-05
2020-03-02,1080,CoronaMex,simulacion,m8,2020-05-05
2020-03-03,1314,CoronaMex,simulacion,m8,2020-05-05
2020-03-04,1569,CoronaMex,simulacion,m8,2020-05-05
2020-03-05,1841,CoronaMex,simulacion,m8,2020-05-05
2020-03-06,2121,CoronaMex,simulacion,m8,2020-05-05
2020-03-07,2422,CoronaMex,simulacion,m8,2020-05-05
2020-03-08,2749,CoronaMex,simulacion,m8,2020-05-05
2020-03-09,3105,CoronaMex,simulacion,m8,2020-05-05
2020-03-10,3491,CoronaMex,simulacion,m8,2020-05-05
2020-03-11,3911,CoronaMex,simulacion,m8,2020-05-05
2020-03-12,4381,CoronaMex,simulacion,m8,2020-05-05
2020-03-13,4919,CoronaMex,simulacion,m8,2020-05-05
2020-03-14,5548,CoronaMex,simulacion,m8,2020-05-05
2020-03-15,6281,CoronaMex,simulacion,m8,2020-05-05
2020-03-16,7129,CoronaMex,simulacion,m8,2020-05-05
2020-03-17,8106,CoronaMex,simulacion,m8,2020-05-05
2020-03-18,9229,CoronaMex,simulacion,m8,2020-05-05
2020-03-19,10513,CoronaMex,simulacion,m8,2020-05-05
2020-03-20,11984,CoronaMex,simulacion,m8,2020-05-05
2020-03-21,13671,CoronaMex,simulacion,m8,2020-05-05
2020-03-22,15612,CoronaMex,simulacion,m8,2020-05-05
2020-03-23,17723,CoronaMex,simulacion,m8,2020-05-05
2020-03-24,19951,CoronaMex,simulacion,m8,2020-05-05
2020-03-25,22286,CoronaMex,simulacion,m8,2020-05-05
2020-03-26,24771,CoronaMex,simulacion,m8,2020-05-05
2020-03-27,27425,CoronaMex,simulacion,m8,2020-05-05
2020-03-28,30266,CoronaMex,simulacion,m8,2020-05-05
2020-03-29,33312,CoronaMex,simulacion,m8,2020-05-05
2020-03-30,36580,CoronaMex,simulacion,m8,2020-05-05
2020-03-31,40087,CoronaMex,simulacion,m8,2020-05-05
2020-04-01,43857,CoronaMex,simulacion,m8,2020-05-05
2020-04-02,47937,CoronaMex,simulacion,m8,2020-05-05
2020-04-03,52371,CoronaMex,simulacion,m8,2020-05-05
2020-04-04,57187,CoronaMex,simulacion,m8,2020-05-05
2020-04-05,62414,CoronaMex,simulacion,m8,2020-05-05
2020-04-06,68086,CoronaMex,simulacion,m8,2020-05-05
2020-04-07,74235,CoronaMex,simulacion,m8,2020-05-05
2020-04-08,80906,CoronaMex,simulacion,m8,2020-05-05
2020-04-09,88125,CoronaMex,simulacion,m8,2020-05-05
2020-04-10,95947,CoronaMex,simulacion,m8,2020-05-05
2020-04-11,104440,CoronaMex,simulacion,m8,2020-05-05
2020-04-12,113347,CoronaMex,simulacion,m8,2020-05-05
2020-04-13,122498,CoronaMex,simulacion,m8,2020-05-05
2020-04-14,131965,CoronaMex,simulacion,m8,2020-05-05
2020-04-15,141795,CoronaMex,simulacion,m8,2020-05-05
2020-04-16,152029,CoronaMex,simulacion,m8,2020-05-05
2020-04-17,162698,CoronaMex,simulacion,m8,2020-05-05
2020-04-18,173829,CoronaMex,simulacion,m8,2020-05-05
2020-04-19,185447,CoronaMex,simulacion,m8,2020-05-05
2020-04-20,197577,CoronaMex,simulacion,m8,2020-05-05
2020-04-21,210243,CoronaMex,simulacion,m8,2020-05-05
2020-04-22,223469,CoronaMex,simulacion,m8,2020-05-05
2020-04-23,237281,CoronaMex,simulacion,m8,2020-05-05
2020-04-24,251705,CoronaMex,simulacion,m8,2020-05-05
2020-04-25,266768,CoronaMex,simulacion,m8,2020-05-05
2020-04-26,282495,CoronaMex,simulacion,m8,2020-05-05
2020-04-27,298920,CoronaMex,simulacion,m8,2020-05-05
2020-04-28,316072,CoronaMex,simulacion,m8,2020-05-05
2020-04-29,333983,CoronaMex,simulacion,m8,2020-05-05
2020-04-30,352685,CoronaMex,simulacion,m8,2020-05-05
2020-05-01,372214,CoronaMex,simulacion,m8,2020-05-05
2020-05-02,392606,CoronaMex,simulacion,m8,2020-05-05
2020-05-03,413898,CoronaMex,simulacion,m8,2020-05-05
2020-05-04,436128,CoronaMex,simulacion,m8,2020-05-05
2020-05-05,459339,CoronaMex,simulacion,m8,2020-05-05
2020-02-15,19,CoronaMex,simulacion,m9,2020-05-05
2020-02-16,21,CoronaMex,simulacion,m9,2020-05-05
2020-02-17,26,CoronaMex,simulacion,m9,2020-05-05
2020-02-18,34,CoronaMex,simulacion,m9,2020-05-05
2020-02-19,46,CoronaMex,simulacion,m9,2020-05-05
2020-02-20,63,CoronaMex,simulacion,m9,2020-05-05
2020-02-21,85,CoronaMex,simulacion,m9,2020-05-05
2020-02-22,114,CoronaMex,simulacion,m9,2020-05-05
2020-02-23,152,CoronaMex,simulacion,m9,2020-05-05
2020-02-24,202,CoronaMex,simulacion,m9,2020-05-05
2020-02-25,267,CoronaMex,simulacion,m9,2020-05-05
2020-02-26,354,CoronaMex,simulacion,m9,2020-05-05
2020-02-27,453,CoronaMex,simulacion,m9,2020-05-05
2020-02-28,579,CoronaMex,simulacion,m9,2020-05-05
2020-02-29,741,CoronaMex,simulacion,m9,2020-05-05
2020-03-01,947,CoronaMex,simulacion,m9,2020-05-05
2020-03-02,1187,CoronaMex,simulacion,m9,2020-05-05
2020-03-03,1435,CoronaMex,simulacion,m9,2020-05-05
2020-03-04,1675,CoronaMex,simulacion,m9,2020-05-05
2020-03-05,1912,CoronaMex,simulacion,m9,2020-05-05
2020-03-06,2148,CoronaMex,simulacion,m9,2020-05-05
2020-03-07,2383,CoronaMex,simulacion,m9,2020-05-05
2020-03-08,2619,CoronaMex,simulacion,m9,2020-05-05
2020-03-09,2857,CoronaMex,simulacion,m9,2020-05-05
2020-03-10,3101,CoronaMex,simulacion,m9,2020-05-05
2020-03-11,3347,CoronaMex,simulacion,m9,2020-05-05
2020-03-12,3599,CoronaMex,simulacion,m9,2020-05-05
2020-03-13,3930,CoronaMex,simulacion,m9,2020-05-05
2020-03-14,4377,CoronaMex,simulacion,m9,2020-05-05
2020-03-15,5054,CoronaMex,simulacion,m9,2020-05-05
2020-03-16,5733,CoronaMex,simulacion,m9,2020-05-05
2020-03-17,6580,CoronaMex,simulacion,m9,2020-05-05
2020-03-18,7615,CoronaMex,simulacion,m9,2020-05-05
2020-03-19,8894,CoronaMex,simulacion,m9,2020-05-05
2020-03-20,10435,CoronaMex,simulacion,m9,2020-05-05
2020-03-21,12308,CoronaMex,simulacion,m9,2020-05-05
2020-03-22,14588,CoronaMex,simulacion,m9,2020-05-05
2020-03-23,17083,CoronaMex,simulacion,m9,2020-05-05
2020-03-24,19604,CoronaMex,simulacion,m9,2020-05-05
2020-03-25,22193,CoronaMex,simulacion,m9,2020-05-05
2020-03-26,24882,CoronaMex,simulacion,m9,2020-05-05
2020-03-27,27694,CoronaMex,simulacion,m9,2020-05-05
2020-03-28,30646,CoronaMex,simulacion,m9,2020-05-05
2020-03-29,33753,CoronaMex,simulacion,m9,2020-05-05
2020-03-30,37026,CoronaMex,simulacion,m9,2020-05-05
2020-03-31,40479,CoronaMex,simulacion,m9,2020-05-05
2020-04-01,44158,CoronaMex,simulacion,m9,2020-05-05
2020-04-02,48145,CoronaMex,simulacion,m9,2020-05-05
2020-04-03,52494,CoronaMex,simulacion,m9,2020-05-05
2020-04-04,57232,CoronaMex,simulacion,m9,2020-05-05
2020-04-05,62373,CoronaMex,simulacion,m9,2020-05-05
2020-04-06,67943,CoronaMex,simulacion,m9,2020-05-05
2020-04-07,73975,CoronaMex,simulacion,m9,2020-05-05
2020-04-08,80506,CoronaMex,simulacion,m9,2020-05-05
2020-04-09,87569,CoronaMex,simulacion,m9,2020-05-05
2020-04-10,95224,CoronaMex,simulacion,m9,2020-05-05
2020-04-11,103496,CoronaMex,simulacion,m9,2020-05-05
2020-04-12,112336,CoronaMex,simulacion,m9,2020-05-05
2020-04-13,121528,CoronaMex,simulacion,m9,2020-05-05
2020-04-14,131015,CoronaMex,simulacion,m9,2020-05-05
2020-04-15,140879,CoronaMex,simulacion,m9,2020-05-05
2020-04-16,151154,CoronaMex,simulacion,m9,2020-05-05
2020-04-17,161872,CoronaMex,simulacion,m9,2020-05-05
2020-04-18,173064,CoronaMex,simulacion,m9,2020-05-05
2020-04-19,184755,CoronaMex,simulacion,m9,2020-05-05
2020-04-20,196974,CoronaMex,simulacion,m9,2020-05-05
2020-04-21,209745,CoronaMex,simulacion,m9,2020-05-05
2020-04-22,223096,CoronaMex,simulacion,m9,2020-05-05
2020-04-23,237050,CoronaMex,simulacion,m9,2020-05-05
2020-04-24,251643,CoronaMex,simulacion,m9,2020-05-05
2020-04-25,266893,CoronaMex,simulacion,m9,2020-05-05
2020-04-26,282838,CoronaMex,simulacion,m9,2020-05-05
2020-04-27,299507,CoronaMex,simulacion,m9,2020-05-05
2020-04-28,316933,CoronaMex,simulacion,m9,2020-05-05
2020-04-29,335150,CoronaMex,simulacion,m9,2020-05-05
2020-04-30,354193,CoronaMex,simulacion,m9,2020-05-05
2020-05-01,374100,CoronaMex,simulacion,m9,2020-05-05
2020-05-02,394909,CoronaMex,simulacion,m9,2020-05-05
2020-05-03,416661,CoronaMex,simulacion,m9,2020-05-05
2020-05-04,439397,CoronaMex,simulacion,m9,2020-05-05
2020-05-05,463161,CoronaMex,simulacion,m9,2020-05-05
2020-02-17,75,SSA,simulacion,m1,2020-05-05
2020-02-18,82,SSA,simulacion,m1,2020-05-05
2020-02-19,100,SSA,simulacion,m1,2020-05-05
2020-02-20,124,SSA,simulacion,m1,2020-05-05
2020-02-21,151,SSA,simulacion,m1,2020-05-05
2020-02-22,182,SSA,simulacion,m1,2020-05-05
2020-02-23,220,SSA,simulacion,m1,2020-05-05
2020-02-24,262,SSA,simulacion,m1,2020-05-05
2020-02-25,311,SSA,simulacion,m1,2020-05-05
2020-02-26,367,SSA,simulacion,m1,2020-05-05
2020-02-27,431,SSA,simulacion,m1,2020-05-05
2020-02-28,504,SSA,simulacion,m1,2020-05-05
2020-02-29,588,SSA,simulacion,m1,2020-05-05
2020-03-01,683,SSA,simulacion,m1,2020-05-05
2020-03-02,793,SSA,simulacion,m1,2020-05-05
2020-03-03,918,SSA,simulacion,m1,2020-05-05
2020-03-04,1060,SSA,simulacion,m1,2020-05-05
2020-03-05,1224,SSA,simulacion,m1,2020-05-05
2020-03-06,1410,SSA,simulacion,m1,2020-05-05
2020-03-07,1624,SSA,simulacion,m1,2020-05-05
2020-03-08,1868,SSA,simulacion,m1,2020-05-05
2020-03-09,2147,SSA,simulacion,m1,2020-05-05
2020-03-10,2465,SSA,simulacion,m1,2020-05-05
2020-03-11,2830,SSA,simulacion,m1,2020-05-05
2020-03-12,3246,SSA,simulacion,m1,2020-05-05
2020-03-13,3723,SSA,simulacion,m1,2020-05-05
2020-03-14,4266,SSA,simulacion,m1,2020-05-05
