fecha,dia,casos_acumulados,modelo,grupo,fecha_estimacion
2020-03-01,6,19,m7,Estimado (SEIR),2020-06-08
2020-03-02,7,22,m7,Estimado (SEIR),2020-06-08
2020-03-03,8,24,m7,Estimado (SEIR),2020-06-08
2020-03-04,9,28,m7,Estimado (SEIR),2020-06-08
2020-03-05,10,31,m7,Estimado (SEIR),2020-06-08
2020-03-06,11,35,m7,Estimado (SEIR),2020-06-08
2020-03-07,12,39,m7,Estimado (SEIR),2020-06-08
2020-03-08,13,44,m7,Estimado (SEIR),2020-06-08
2020-03-09,14,49,m7,Estimado (SEIR),2020-06-08
2020-03-10,15,55,m7,Estimado (SEIR),2020-06-08
2020-03-11,16,62,m7,Estimado (SEIR),2020-06-08
2020-03-12,17,69,m7,Estimado (SEIR),2020-06-08
2020-03-13,18,77,m7,Estimado (SEIR),2020-06-08
2020-03-14,19,86,m7,Estimado (SEIR),2020-06-08
2020-03-15,20,96,m7,Estimado (SEIR),2020-06-08
2020-03-16,21,109,m7,Estimado (SEIR),2020-06-08
2020-03-17,22,126,m7,Estimado (SEIR),2020-06-08
2020-03-18,23,149,m7,Estimado (SEIR),2020-06-08
2020-03-19,24,180,m7,Estimado (SEIR),2020-06-08
2020-03-20,25,220,m7,Estimado (SEIR),2020-06-08
2020-03-21,26,273,m7,Estimado (SEIR),2020-06-08
2020-03-22,27,340,m7,Estimado (SEIR),2020-06-08
2020-03-23,28,427,m7,Estimado (SEIR),2020-06-08
2020-03-24,29,539,m7,Estimado (SEIR),2020-06-08
2020-03-25,30,683,m7,Estimado (SEIR),2020-06-08
2020-03-26,31,869,m7,Estimado (SEIR),2020-06-08
2020-03-27,32,1107,m7,Estimado (SEIR),2020-06-08
2020-03-28,33,1410,m7,Estimado (SEIR),2020-06-08
2020-03-29,34,1796,m7,Estimado (SEIR),2020-06-08
2020-03-30,35,2292,m7,Estimado (SEIR),2020-06-08
2020-03-31,36,2864,m7,Estimado (SEIR),2020-06-08
2020-04-01,37,3459,m7,Estimado (SEIR),2020-06-08
2020-04-02,38,4044,m7,Estimado (SEIR),2020-06-08
2020-04-03,39,4625,m7,Estimado (SEIR),2020-06-08
2020-04-04,40,5218,m7,Estimado (SEIR),2020-06-08
2020-04-05,41,5835,m7,Estimado (SEIR),2020-06-08
2020-04-06,42,6482,m7,Estimado (SEIR),2020-06-08
2020-04-07,43,7163,m7,Estimado (SEIR),2020-06-08
2020-04-08,44,7883,m7,Estimado (SEIR),2020-06-08
2020-04-09,45,8646,m7,Estimado (SEIR),2020-06-08
2020-04-10,46,9455,m7,Estimado (SEIR),2020-06-08
2020-04-11,47,10312,m7,Estimado (SEIR),2020-06-08
2020-04-12,48,11223,m7,Estimado (SEIR),2020-06-08
2020-04-13,49,12189,m7,Estimado (SEIR),2020-06-08
2020-04-14,50,13215,m7,Estimado (SEIR),2020-06-08
2020-04-15,51,14288,m7,Estimado (SEIR),2020-06-08
2020-04-16,52,15393,m7,Estimado (SEIR),2020-06-08
2020-04-17,53,16528,m7,Estimado (SEIR),2020-06-08
2020-04-18,54,17694,m7,Estimado (SEIR),2020-06-08
2020-04-19,55,18896,m7,Estimado (SEIR),2020-06-08
2020-04-20,56,20137,m7,Estimado (SEIR),2020-06-08
2020-04-21,57,21422,m7,Estimado (SEIR),2020-06-08
2020-04-22,58,22754,m7,Estimado (SEIR),2020-06-08
2020-04-23,59,24134,m7,Estimado (SEIR),2020-06-08
2020-04-24,60,25567,m7,Estimado (SEIR),2020-06-08
2020-04-25,61,27054,m7,Estimado (SEIR),2020-06-08
2020-04-26,62,28597,m7,Estimado (SEIR),2020-06-08
2020-04-27,63,30199,m7,Estimado (SEIR),2020-06-08
2020-04-28,64,31863,m7,Estimado (SEIR),2020-06-08
2020-04-29,65,33589,m7,Estimado (SEIR),2020-06-08
2020-04-30,66,35378,m7,Estimado (SEIR),2020-06-08
2020-05-01,67,37228,m7,Estimado (SEIR),2020-06-08
2020-05-02,68,39137,m7,Estimado (SEIR),2020-06-08
2020-05-03,69,41107,m7,Estimado (SEIR),2020-06-08
2020-05-04,70,43143,m7,Estimado (SEIR),2020-06-08
2020-05-05,71,45246,m7,Estimado (SEIR),2020-06-08
2020-05-06,72,47420,m7,Estimado (SEIR),2020-06-08
2020-05-07,73,49669,m7,Estimado (SEIR),2020-06-08
2020-05-08,74,51995,m7,Estimado (SEIR),2020-06-08
2020-05-09,75,54400,m7,Estimado (SEIR),2020-06-08
2020-05-10,76,56888,m7,Estimado (SEIR),2020-06-08
2020-05-11,77,59461,m7,Estimado (SEIR),2020-06-08
2020-05-12,78,62123,m7,Estimado (SEIR),2020-06-08
2020-05-13,79,64876,m7,Estimado (SEIR),2020-06-08
2020-05-14,80,67723,m7,Estimado (SEIR),2020-06-08
2020-05-15,81,70642,m7,Estimado (SEIR),2020-06-08
2020-05-16,82,73576,m7,Estimado (SEIR),2020-06-08
2020-05-17,83,76475,m7,Estimado (SEIR),2020-06-08
2020-05-18,84,79353,m7,Estimado (SEIR),2020-06-08
2020-05-19,85,82248,m7,Estimado (SEIR),2020-06-08
2020-05-20,86,85161,m7,Estimado (SEIR),2020-06-08
2020-05-21,87,88095,m7,Estimado (SEIR),2020-06-08
2020-05-22,88,91055,m7,Estimado (SEIR),2020-06-08
2020-05-23,89,94045,m7,Estimado (SEIR),2020-06-08
2020-05-24,90,97065,m7,Estimado (SEIR),2020-06-08
2020-05-25,91,100117,m7,Estimado (SEIR),2020-06-08
2020-05-26,92,103204,m7,Estimado (SEIR),2020-06-08
2020-05-27,93,106324,m7,Estimado (SEIR),2020-06-08
2020-05-28,94,109480,m7,Estimado (SEIR),2020-06-08
2020-05-29,95,112672,m7,Estimado (SEIR),2020-06-08
2020-05-30,96,115900,m7,Estimado (SEIR),2020-06-08
2020-05-31,97,119165,m7,Estimado (SEIR),2020-06-08
2020-06-01,98,122468,m7,Estimado (SEIR),2020-06-08
2020-06-02,99,125808,m7,Estimado (SEIR),2020-06-08
2020-06-03,100,129187,m7,Estimado (SEIR),2020-06-08
2020-06-04,101,132604,m7,Estimado (SEIR),2020-06-08
2020-06-05,102,136060,m7,Estimado (SEIR),2020-06-08
2020-06-06,103,139556,m7,Estimado (SEIR),2020-06-08
2020-06-07,104,143092,m7,Estimado (SEIR),2020-06-08
2020-06-08,105,146669,m7,Estimado (SEIR),2020-06-08
2020-02-24,0,12,m8,Estimado (SEIR),2020-06-08
2020-02-25,1,12,m8,Estimado (SEIR),2020-06-08
2020-02-26,2,13,m8,Estimado (SEIR),2020-06-08
2020-02-27,3,15,m8,Estimado (SEIR),2020-06-08
2020-02-28,4,17,m8,Estimado (SEIR),2020-06-08
2020-02-29,5,19,m8,Estimado (SEIR),2020-06-08
2020-03-01,6,22,m8,Estimado (SEIR),2020-06-08
2020-03-02,7,25,m8,Estimado (SEIR),2020-06-08
2020-03-03,8,30,m8,Estimado (SEIR),2020-06-08
2020-03-04,9,36,m8,Estimado (SEIR),2020-06-08
2020-03-05,10,43,m8,Estimado (SEIR),2020-06-08
2020-03-06,11,52,m8,Estimado (SEIR),2020-06-08
2020-03-07,12,63,m8,Estimado (SEIR),2020-06-08
2020-03-08,13,76,m8,Estimado (SEIR),2020-06-08
2020-03-09,14,92,m8,Estimado (SEIR),2020-06-08
2020-03-10,15,111,m8,Estimado (SEIR),2020-06-08
2020-03-11,16,135,m8,Estimado (SEIR),2020-06-08
2020-03-12,17,163,m8,Estimado (SEIR),2020-06-08
2020-03-13,18,198,m8,Estimado (SEIR),2020-06-08
2020-03-14,19,240,m8,Estimado (SEIR),2020-06-08
2020-03-15,20,291,m8,Estimado (SEIR),2020-06-08
2020-03-16,21,352,m8,Estimado (SEIR),2020-06-08
2020-03-17,22,422,m8,Estimado (SEIR),2020-06-08
2020-03-18,23,500,m8,Estimado (SEIR),2020-06-08
2020-03-19,24,589,m8,Estimado (SEIR),2020-06-08
2020-03-20,25,692,m8,Estimado (SEIR),2020-06-08
2020-03-21,26,810,m8,Estimado (SEIR),2020-06-08
2020-03-22,27,947,m8,Estimado (SEIR),2020-06-08
2020-03-23,28,1104,m8,Estimado (SEIR),2020-06-08
2020-03-24,29,1286,m8,Estimado (SEIR),2020-06-08
2020-03-25,30,1496,m8,Estimado (SEIR),2020-06-08
2020-03-26,31,1737,m8,Estimado (SEIR),2020-06-08
2020-03-27,32,2015,m8,Estimado (SEIR),2020-06-08
2020-03-28,33,2336,m8,Estimado (SEIR),2020-06-08
2020-03-29,34,2707,m8,Estimado (SEIR),2020-06-08
2020-03-30,35,3135,m8,Estimado (SEIR),2020-06-08
2020-03-31,36,3610,m8,Estimado (SEIR),2020-06-08
2020-04-01,37,4111,m8,Estimado (SEIR),2020-06-08
2020-04-02,38,4626,m8,Estimado (SEIR),2020-06-08
2020-04-03,39,5154,m8,Estimado (SEIR),2020-06-08
2020-04-04,40,5700,m8,Estimado (SEIR),2020-06-08
2020-04-05,41,6273,m8,Estimado (SEIR),2020-06-08
2020-04-06,42,6877,m8,Estimado (SEIR),2020-06-08
2020-04-07,43,7517,m8,Estimado (SEIR),2020-06-08
2020-04-08,44,8195,m8,Estimado (SEIR),2020-06-08
2020-04-09,45,8914,m8,Estimado (SEIR),2020-06-08
2020-04-10,46,9676,m8,Estimado (SEIR),2020-06-08
2020-04-11,47,10485,m8,Estimado (SEIR),2020-06-08
2020-04-12,48,11344,m8,Estimado (SEIR),2020-06-08
2020-04-13,49,12255,m8,Estimado (SEIR),2020-06-08
2020-04-14,50,13221,m8,Estimado (SEIR),2020-06-08
2020-04-15,51,14239,m8,Estimado (SEIR),2020-06-08
2020-04-16,52,15298,m8,Estimado (SEIR),2020-06-08
2020-04-17,53,16392,m8,Estimado (SEIR),2020-06-08
2020-04-18,54,17517,m8,Estimado (SEIR),2020-06-08
2020-04-19,55,18685,m8,Estimado (SEIR),2020-06-08
2020-04-20,56,19899,m8,Estimado (SEIR),2020-06-08
2020-04-21,57,21162,m8,Estimado (SEIR),2020-06-08
2020-04-22,58,22478,m8,Estimado (SEIR),2020-06-08
2020-04-23,59,23849,m8,Estimado (SEIR),2020-06-08
2020-04-24,60,25278,m8,Estimado (SEIR),2020-06-08
2020-04-25,61,26767,m8,Estimado (SEIR),2020-06-08
2020-04-26,62,28321,m8,Estimado (SEIR),2020-06-08
2020-04-27,63,29941,m8,Estimado (SEIR),2020-06-08
2020-04-28,64,31629,m8,Estimado (SEIR),2020-06-08
2020-04-29,65,33391,m8,Estimado (SEIR),2020-06-08
2020-04-30,66,35228,m8,Estimado (SEIR),2020-06-08
2020-05-01,67,37133,m8,Estimado (SEIR),2020-06-08
2020-05-02,68,39090,m8,Estimado (SEIR),2020-06-08
2020-05-03,69,41092,m8,Estimado (SEIR),2020-06-08
2020-05-04,70,43149,m8,Estimado (SEIR),2020-06-08
2020-05-05,71,45267,m8,Estimado (SEIR),2020-06-08
2020-05-06,72,47450,m8,Estimado (SEIR),2020-06-08
2020-05-07,73,49701,m8,Estimado (SEIR),2020-06-08
2020-05-08,74,52022,m8,Estimado (SEIR),2020-06-08
2020-05-09,75,54418,m8,Estimado (SEIR),2020-06-08
2020-05-10,76,56890,m8,Estimado (SEIR),2020-06-08
2020-05-11,77,59441,m8,Estimado (SEIR),2020-06-08
2020-05-12,78,62075,m8,Estimado (SEIR),2020-06-08
2020-05-13,79,64794,m8,Estimado (SEIR),2020-06-08
2020-05-14,80,67600,m8,Estimado (SEIR),2020-06-08
2020-05-15,81,70498,m8,Estimado (SEIR),2020-06-08
2020-05-16,82,73459,m8,Estimado (SEIR),2020-06-08
2020-05-17,83,76429,m8,Estimado (SEIR),2020-06-08
2020-05-18,84,79387,m8,Estimado (SEIR),2020-06-08
2020-05-19,85,82343,m8,Estimado (SEIR),2020-06-08
2020-05-20,86,85328,m8,Estimado (SEIR),2020-06-08
2020-05-21,87,88337,m8,Estimado (SEIR),2020-06-08
2020-05-22,88,91375,m8,Estimado (SEIR),2020-06-08
2020-05-23,89,94446,m8,Estimado (SEIR),2020-06-08
2020-05-24,90,97551,m8,Estimado (SEIR),2020-06-08
2020-05-25,91,100692,m8,Estimado (SEIR),2020-06-08
2020-05-26,92,103872,m8,Estimado (SEIR),2020-06-08
2020-05-27,93,107091,m8,Estimado (SEIR),2020-06-08
2020-05-28,94,110350,m8,Estimado (SEIR),2020-06-08
2020-05-29,95,113650,m8,Estimado (SEIR),2020-06-08
2020-05-30,96,116992,m8,Estimado (SEIR),2020-06-08
2020-05-31,97,120377,m8,Estimado (SEIR),2020-06-08
2020-06-01,98,123804,m8,Estimado (SEIR),2020-06-08
2020-06-02,99,127275,m8,Estimado (SEIR),2020-06-08
2020-06-03,100,130791,m8,Estimado (SEIR),2020-06-08
2020-06-04,101,134351,m8,Estimado (SEIR),2020-06-08
2020-06-05,102,137957,m8,Estimado (SEIR),2020-06-08
2020-06-06,103,141609,m8,Estimado (SEIR),2020-06-08
2020-06-07,104,145308,m8,Estimado (SEIR),2020-06-08
2020-06-08,105,149054,m8,Estimado (SEIR),2020-06-08
2020-02-24,0,12,m9,Estimado (SEIR),2020-06-08
2020-02-25,1,13,m9,Estimado (SEIR),2020-06-08
2020-02-26,2,18,m9,Estimado (SEIR),2020-06-08
2020-02-27,3,25,m9,Estimado (SEIR),2020-06-08
2020-02-28,4,37,m9,Estimado (SEIR),2020-06-08
2020-02-29,5,54,m9,Estimado (SEIR),2020-06-08
2020-03-01,6,72,m9,Estimado (SEIR),2020-06-08
2020-03-02,7,93,m9,Estimado (SEIR),2020-06-08
2020-03-03,8,116,m9,Estimado (SEIR),2020-06-08
2020-03-04,9,142,m9,Estimado (SEIR),2020-06-08
2020-03-05,10,171,m9,Estimado (SEIR),2020-06-08
2020-03-06,11,204,m9,Estimado (SEIR),2020-06-08
2020-03-07,12,239,m9,Estimado (SEIR),2020-06-08
2020-03-08,13,279,m9,Estimado (SEIR),2020-06-08
2020-03-09,14,324,m9,Estimado (SEIR),2020-06-08
2020-03-10,15,376,m9,Estimado (SEIR),2020-06-08
2020-03-11,16,435,m9,Estimado (SEIR),2020-06-08
2020-03-12,17,502,m9,Estimado (SEIR),2020-06-08
2020-03-13,18,579,m9,Estimado (SEIR),2020-06-08
2020-03-14,19,666,m9,Estimado (SEIR),2020-06-08
2020-03-15,20,766,m9,Estimado (SEIR),2020-06-08
2020-03-16,21,876,m9,Estimado (SEIR),2020-06-08
2020-03-17,22,994,m9,Estimado (SEIR),2020-06-08
2020-03-18,23,1119,m9,Estimado (SEIR),2020-06-08
2020-03-19,24,1252,m9,Estimado (SEIR),2020-06-08
2020-03-20,25,1394,m9,Estimado (SEIR),2020-06-08
2020-03-21,26,1546,m9,Estimado (SEIR),2020-06-08
2020-03-22,27,1711,m9,Estimado (SEIR),2020-06-08
2020-03-23,28,1888,m9,Estimado (SEIR),2020-06-08
2020-03-24,29,2080,m9,Estimado (SEIR),2020-06-08
2020-03-25,30,2288,m9,Estimado (SEIR),2020-06-08
2020-03-26,31,2512,m9,Estimado (SEIR),2020-06-08
2020-03-27,32,2754,m9,Estimado (SEIR),2020-06-08
2020-03-28,33,3016,m9,Estimado (SEIR),2020-06-08
2020-03-29,34,3300,m9,Estimado (SEIR),2020-06-08
2020-03-30,35,3606,m9,Estimado (SEIR),2020-06-08
2020-03-31,36,3938,m9,Estimado (SEIR),2020-06-08
2020-04-01,37,4298,m9,Estimado (SEIR),2020-06-08
2020-04-02,38,4687,m9,Estimado (SEIR),2020-06-08
2020-04-03,39,5110,m9,Estimado (SEIR),2020-06-08
2020-04-04,40,5568,m9,Estimado (SEIR),2020-06-08
2020-04-05,41,6064,m9,Estimado (SEIR),2020-06-08
2020-04-06,42,6601,m9,Estimado (SEIR),2020-06-08
2020-04-07,43,7182,m9,Estimado (SEIR),2020-06-08
2020-04-08,44,7811,m9,Estimado (SEIR),2020-06-08
2020-04-09,45,8492,m9,Estimado (SEIR),2020-06-08
2020-04-10,46,9230,m9,Estimado (SEIR),2020-06-08
2020-04-11,47,10029,m9,Estimado (SEIR),2020-06-08
2020-04-12,48,10894,m9,Estimado (SEIR),2020-06-08
2020-04-13,49,11831,m9,Estimado (SEIR),2020-06-08
2020-04-14,50,12846,m9,Estimado (SEIR),2020-06-08
2020-04-15,51,13926,m9,Estimado (SEIR),2020-06-08
2020-04-16,52,15044,m9,Estimado (SEIR),2020-06-08
2020-04-17,53,16178,m9,Estimado (SEIR),2020-06-08
2020-04-18,54,17340,m9,Estimado (SEIR),2020-06-08
2020-04-19,55,18538,m9,Estimado (SEIR),2020-06-08
2020-04-20,56,19775,m9,Estimado (SEIR),2020-06-08
2020-04-21,57,21056,m9,Estimado (SEIR),2020-06-08
2020-04-22,58,22384,m9,Estimado (SEIR),2020-06-08
2020-04-23,59,23763,m9,Estimado (SEIR),2020-06-08
2020-04-24,60,25195,m9,Estimado (SEIR),2020-06-08
2020-04-25,61,26684,m9,Estimado (SEIR),2020-06-08
2020-04-26,62,28233,m9,Estimado (SEIR),2020-06-08
2020-04-27,63,29844,m9,Estimado (SEIR),2020-06-08
2020-04-28,64,31520,m9,Estimado (SEIR),2020-06-08
2020-04-29,65,33264,m9,Estimado (SEIR),2020-06-08
2020-04-30,66,35076,m9,Estimado (SEIR),2020-06-08
2020-05-01,67,36951,m9,Estimado (SEIR),2020-06-08
2020-05-02,68,38881,m9,Estimado (SEIR),2020-06-08
2020-05-03,69,40868,m9,Estimado (SEIR),2020-06-08
2020-05-04,70,42917,m9,Estimado (SEIR),2020-06-08
2020-05-05,71,45031,m9,Estimado (SEIR),2020-06-08
2020-05-06,72,47214,m9,Estimado (SEIR),2020-06-08
2020-05-07,73,49468,m9,Estimado (SEIR),2020-06-08
2020-05-08,74,51797,m9,Estimado (SEIR),2020-06-08
2020-05-09,75,54204,m9,Estimado (SEIR),2020-06-08
2020-05-10,76,56690,m9,Estimado (SEIR),2020-06-08
2020-05-11,77,59261,m9,Estimado (SEIR),2020-06-08
2020-05-12,78,61917,m9,Estimado (SEIR),2020-06-08
2020-05-13,79,64663,m9,Estimado (SEIR),2020-06-08
2020-05-14,80,67501,m9,Estimado (SEIR),2020-06-08
2020-05-15,81,70426,m9,Estimado (SEIR),2020-06-08
2020-05-16,82,73380,m9,Estimado (SEIR),2020-06-08
2020-05-17,83,76319,m9,Estimado (SEIR),2020-06-08
2020-05-18,84,79234,m9,Estimado (SEIR),2020-06-08
2020-05-19,85,82139,m9,Estimado (SEIR),2020-06-08
2020-05-20,86,85045,m9,Estimado (SEIR),2020-06-08
2020-05-21,87,87957,m9,Estimado (SEIR),2020-06-08
2020-05-22,88,90880,m9,Estimado (SEIR),2020-06-08
2020-05-23,89,93817,m9,Estimado (SEIR),2020-06-08
2020-05-24,90,96771,m9,Estimado (SEIR),2020-06-08
2020-05-25,91,99742,m9,Estimado (SEIR),2020-06-08
2020-05-26,92,102733,m9,Estimado (SEIR),2020-06-08
2020-05-27,93,105745,m9,Estimado (SEIR),2020-06-08
2020-05-28,94,108778,m9,Estimado (SEIR),2020-06-08
2020-05-29,95,111833,m9,Estimado (SEIR),2020-06-08
2020-05-30,96,114911,m9,Estimado (SEIR),2020-06-08
2020-05-31,97,118011,m9,Estimado (SEIR),2020-06-08
2020-06-01,98,121135,m9,Estimado (SEIR),2020-06-08
2020-06-02,99,124282,m9,Estimado (SEIR),2020-06-08
2020-06-03,100,127454,m9,Estimado (SEIR),2020-06-08
2020-06-04,101,130649,m9,Estimado (SEIR),2020-06-08
2020-06-05,102,133868,m9,Estimado (SEIR),2020-06-08
2020-06-06,103,137112,m9,Estimado (SEIR),2020-06-08
2020-06-07,104,140381,m9,Estimado (SEIR),2020-06-08
2020-06-08,105,143674,m9,Estimado (SEIR),2020-06-08
2020-02-28,4,3,Confirmado,Confirmado,2020-06-08
2020-02-29,5,4,Confirmado,Confirmado,2020-06-08
2020-03-01,6,5,Confirmado,Confirmado,2020-06-08
2020-03-02,7,5,Confirmado,Confirmado,2020-06-08
2020-03-03,8,5,Confirmado,Confirmado,2020-06-08
2020-03-04,9,5,Confirmado,Confirmado,2020-06-08
2020-03-05,10,5,Confirmado,Confirmado,2020-06-08
2020-03-06,11,6,Confirmado,Confirmado,2020-06-08
2020-03-07,12,7,Confirmado,Confirmado,2020-06-08
2020-03-08,13,7,Confirmado,Confirmado,2020-06-08
2020-03-09,14,7,Confirmado,Confirmado,2020-06-08
2020-03-10,15,7,Confirmado,Confirmado,2020-06-08
2020-03-11,16,12,Confirmado,Confirmado,2020-06-08
2020-03-12,17,15,Confirmado,Confirmado,2020-06-08
2020-03-13,18,27,Confirmado,Confirmado,2020-06-08
2020-03-14,19,40,Confirmado,Confirmado,2020-06-08
2020-03-15,20,53,Confirmado,Confirmado,2020-06-08
2020-03-16,21,82,Confirmado,Confirmado,2020-06-08
2020-03-17,22,93,Confirmado,Confirmado,2020-06-08
2020-03-18,23,118,Confirmado,Confirmado,2020-06-08
2020-03-19,24,164,Confirmado,Confirmado,2020-06-08
2020-03-20,25,203,Confirmado,Confirmado,2020-06-08
2020-03-21,26,251,Confirmado,Confirmado,2020-06-08
2020-03-22,27,316,Confirmado,Confirmado,2020-06-08
2020-03-23,28,367,Confirmado,Confirmado,2020-06-08
2020-03-24,29,405,Confirmado,Confirmado,2020-06-08
2020-03-25,30,475,Confirmado,Confirmado,2020-06-08
2020-03-26,31,585,Confirmado,Confirmado,2020-06-08
2020-03-27,32,717,Confirmado,Confirmado,2020-06-08
2020-03-28,33,848,Confirmado,Confirmado,2020-06-08
2020-03-29,34,993,Confirmado,Confirmado,2020-06-08
2020-03-30,35,1094,Confirmado,Confirmado,2020-06-08
2020-03-31,36,1215,Confirmado,Confirmado,2020-06-08
2020-04-01,37,1378,Confirmado,Confirmado,2020-06-08
2020-04-02,38,1510,Confirmado,Confirmado,2020-06-08
2020-04-03,39,1688,Confirmado,Confirmado,2020-06-08
2020-04-04,40,1890,Confirmado,Confirmado,2020-06-08
2020-04-05,41,2143,Confirmado,Confirmado,2020-06-08
2020-04-06,42,2439,Confirmado,Confirmado,2020-06-08
2020-04-07,43,2785,Confirmado,Confirmado,2020-06-08
2020-04-08,44,3181,Confirmado,Confirmado,2020-06-08
2020-04-09,45,3441,Confirmado,Confirmado,2020-06-08
2020-04-10,46,3844,Confirmado,Confirmado,2020-06-08
2020-04-11,47,4219,Confirmado,Confirmado,2020-06-08
2020-04-12,48,4661,Confirmado,Confirmado,2020-06-08
2020-04-13,49,5014,Confirmado,Confirmado,2020-06-08
2020-04-14,50,5399,Confirmado,Confirmado,2020-06-08
2020-04-15,51,5847,Confirmado,Confirmado,2020-06-08
2020-04-16,52,6297,Confirmado,Confirmado,2020-06-08
2020-04-17,53,6875,Confirmado,Confirmado,2020-06-08
2020-04-18,54,7497,Confirmado,Confirmado,2020-06-08
2020-04-19,55,8261,Confirmado,Confirmado,2020-06-08
2020-04-20,56,8772,Confirmado,Confirmado,2020-06-08
2020-04-21,57,9501,Confirmado,Confirmado,2020-06-08
2020-04-22,58,10544,Confirmado,Confirmado,2020-06-08
2020-04-23,59,11633,Confirmado,Confirmado,2020-06-08
2020-04-24,60,12872,Confirmado,Confirmado,2020-06-08
2020-04-25,61,13842,Confirmado,Confirmado,2020-06-08
2020-04-26,62,14677,Confirmado,Confirmado,2020-06-08
2020-04-27,63,15529,Confirmado,Confirmado,2020-06-08
2020-04-28,64,16752,Confirmado,Confirmado,2020-06-08
2020-04-29,65,17799,Confirmado,Confirmado,2020-06-08
2020-04-30,66,19224,Confirmado,Confirmado,2020-06-08
2020-05-01,67,20739,Confirmado,Confirmado,2020-06-08
2020-05-02,68,22088,Confirmado,Confirmado,2020-06-08
2020-05-03,69,23471,Confirmado,Confirmado,2020-06-08
2020-05-04,70,24905,Confirmado,Confirmado,2020-06-08
2020-05-05,71,26025,Confirmado,Confirmado,2020-06-08
2020-05-06,72,27634,Confirmado,Confirmado,2020-06-08
2020-05-07,73,29616,Confirmado,Confirmado,2020-06-08
2020-05-08,74,31522,Confirmado,Confirmado,2020-06-08
2020-05-09,75,33460,Confirmado,Confirmado,2020-06-08
2020-05-10,76,35022,Confirmado,Confirmado,2020-06-08
2020-05-11,77,36327,Confirmado,Confirmado,2020-06-08
2020-05-12,78,38324,Confirmado,Confirmado,2020-06-08
2020-05-13,79,40186,Confirmado,Confirmado,2020-06-08
2020-05-14,80,42595,Confirmado,Confirmado,2020-06-08
2020-05-15,81,45032,Confirmado,Confirmado,2020-06-08
2020-05-16,82,47144,Confirmado,Confirmado,2020-06-08
2020-05-17,83,49219,Confirmado,Confirmado,2020-06-08
2020-05-18,84,51633,Confirmado,Confirmado,2020-06-08
2020-05-19,85,54346,Confirmado,Confirmado,2020-06-08
2020-05-20,86,56594,Confirmado,Confirmado,2020-06-08
2020-05-21,87,59567,Confirmado,Confirmado,2020-06-08
2020-05-22,88,62527,Confirmado,Confirmado,2020-06-08
2020-05-23,89,65856,Confirmado,Confirmado,2020-06-08
2020-05-24,90,68620,Confirmado,Confirmado,2020-06-08
2020-05-25,91,71105,Confirmado,Confirmado,2020-06-08
2020-05-26,92,74560,Confirmado,Confirmado,2020-06-08
2020-05-27,93,78023,Confirmado,Confirmado,2020-06-08
2020-05-28,94,81400,Confirmado,Confirmado,2020-06-08
2020-05-29,95,84627,Confirmado,Confirmado,2020-06-08
2020-05-30,96,87512,Confirmado,Confirmado,2020-06-08
2020-05-31,97,90664,Confirmado,Confirmado,2020-06-08
2020-06-01,98,93435,Confirmado,Confirmado,2020-06-08
2020-06-02,99,97326,Confirmado,Confirmado,2020-06-08
2020-06-03,100,101238,Confirmado,Confirmado,2020-06-08
2020-06-04,101,105680,Confirmado,Confirmado,2020-06-08
2020-06-05,102,110026,Confirmado,Confirmado,2020-06-08
2020-06-06,103,113619,Confirmado,Confirmado,2020-06-08
2020-06-07,104,117103,Confirmado,Confirmado,2020-06-08
2020-06-08,105,120102,Confirmado,Confirmado,2020-06-08
