fecha,casos_acumulados,estimado,tipo,modelo
2020-02-20,72,CoronaMex,simulacion,m8
2020-02-21,89,CoronaMex,simulacion,m8
2020-02-22,111,CoronaMex,simulacion,m8
2020-02-23,136,CoronaMex,simulacion,m8
2020-02-24,167,CoronaMex,simulacion,m8
2020-02-25,205,CoronaMex,simulacion,m8
2020-02-26,250,CoronaMex,simulacion,m8
2020-02-27,305,CoronaMex,simulacion,m8
2020-02-28,372,CoronaMex,simulacion,m8
2020-02-29,452,CoronaMex,simulacion,m8
2020-03-01,549,CoronaMex,simulacion,m8
2020-03-02,665,CoronaMex,simulacion,m8
2020-03-03,803,CoronaMex,simulacion,m8
2020-03-04,967,CoronaMex,simulacion,m8
2020-03-05,1162,CoronaMex,simulacion,m8
2020-03-06,1394,CoronaMex,simulacion,m8
2020-03-07,1671,CoronaMex,simulacion,m8
2020-03-08,2002,CoronaMex,simulacion,m8
2020-03-09,2396,CoronaMex,simulacion,m8
2020-03-10,2865,CoronaMex,simulacion,m8
2020-03-11,3424,CoronaMex,simulacion,m8
2020-03-12,4041,CoronaMex,simulacion,m8
2020-03-13,4759,CoronaMex,simulacion,m8
2020-03-14,5563,CoronaMex,simulacion,m8
2020-03-15,6381,CoronaMex,simulacion,m8
2020-03-16,7271,CoronaMex,simulacion,m8
2020-03-17,8247,CoronaMex,simulacion,m8
2020-03-18,9320,CoronaMex,simulacion,m8
2020-03-19,10501,CoronaMex,simulacion,m8
2020-03-20,11801,CoronaMex,simulacion,m8
2020-03-21,13232,CoronaMex,simulacion,m8
2020-03-22,14813,CoronaMex,simulacion,m8
2020-03-23,16568,CoronaMex,simulacion,m8
2020-03-24,18516,CoronaMex,simulacion,m8
2020-03-25,20675,CoronaMex,simulacion,m8
2020-03-26,23067,CoronaMex,simulacion,m8
2020-03-27,25717,CoronaMex,simulacion,m8
2020-03-28,28652,CoronaMex,simulacion,m8
2020-03-29,31902,CoronaMex,simulacion,m8
2020-03-30,35500,CoronaMex,simulacion,m8
2020-03-31,39469,CoronaMex,simulacion,m8
2020-04-01,43688,CoronaMex,simulacion,m8
2020-04-02,48004,CoronaMex,simulacion,m8
2020-04-03,52432,CoronaMex,simulacion,m8
2020-04-04,57031,CoronaMex,simulacion,m8
2020-04-05,61816,CoronaMex,simulacion,m8
2020-04-06,66803,CoronaMex,simulacion,m8
2020-04-07,72008,CoronaMex,simulacion,m8
2020-04-08,77445,CoronaMex,simulacion,m8
2020-04-09,83128,CoronaMex,simulacion,m8
2020-04-10,89067,CoronaMex,simulacion,m8
2020-04-11,95276,CoronaMex,simulacion,m8
2020-04-12,101767,CoronaMex,simulacion,m8
2020-04-13,108554,CoronaMex,simulacion,m8
2020-04-14,115649,CoronaMex,simulacion,m8
2020-04-15,123068,CoronaMex,simulacion,m8
2020-04-16,130825,CoronaMex,simulacion,m8
2020-04-17,138933,CoronaMex,simulacion,m8
2020-04-18,147411,CoronaMex,simulacion,m8
2020-04-19,156275,CoronaMex,simulacion,m8
2020-04-20,165542,CoronaMex,simulacion,m8
2020-04-21,175230,CoronaMex,simulacion,m8
2020-04-22,185360,CoronaMex,simulacion,m8
2020-04-23,195950,CoronaMex,simulacion,m8
2020-04-24,207021,CoronaMex,simulacion,m8
2020-02-15,30,CoronaMex,simulacion,m9
2020-02-16,32,CoronaMex,simulacion,m9
2020-02-17,37,CoronaMex,simulacion,m9
2020-02-18,46,CoronaMex,simulacion,m9
2020-02-19,57,CoronaMex,simulacion,m9
2020-02-20,70,CoronaMex,simulacion,m9
2020-02-21,87,CoronaMex,simulacion,m9
2020-02-22,108,CoronaMex,simulacion,m9
2020-02-23,133,CoronaMex,simulacion,m9
2020-02-24,164,CoronaMex,simulacion,m9
2020-02-25,201,CoronaMex,simulacion,m9
2020-02-26,245,CoronaMex,simulacion,m9
2020-02-27,300,CoronaMex,simulacion,m9
2020-02-28,366,CoronaMex,simulacion,m9
2020-02-29,446,CoronaMex,simulacion,m9
2020-03-01,542,CoronaMex,simulacion,m9
2020-03-02,660,CoronaMex,simulacion,m9
2020-03-03,802,CoronaMex,simulacion,m9
2020-03-04,974,CoronaMex,simulacion,m9
2020-03-05,1183,CoronaMex,simulacion,m9
2020-03-06,1436,CoronaMex,simulacion,m9
2020-03-07,1743,CoronaMex,simulacion,m9
2020-03-08,2115,CoronaMex,simulacion,m9
2020-03-09,2566,CoronaMex,simulacion,m9
2020-03-10,3112,CoronaMex,simulacion,m9
2020-03-11,3774,CoronaMex,simulacion,m9
2020-03-12,4515,CoronaMex,simulacion,m9
2020-03-13,5338,CoronaMex,simulacion,m9
2020-03-14,6219,CoronaMex,simulacion,m9
2020-03-15,7102,CoronaMex,simulacion,m9
2020-03-16,8030,CoronaMex,simulacion,m9
2020-03-17,9012,CoronaMex,simulacion,m9
2020-03-18,10058,CoronaMex,simulacion,m9
2020-03-19,11174,CoronaMex,simulacion,m9
2020-03-20,12365,CoronaMex,simulacion,m9
2020-03-21,13638,CoronaMex,simulacion,m9
2020-03-22,15035,CoronaMex,simulacion,m9
2020-03-23,16616,CoronaMex,simulacion,m9
2020-03-24,18418,CoronaMex,simulacion,m9
2020-03-25,20459,CoronaMex,simulacion,m9
2020-03-26,22756,CoronaMex,simulacion,m9
2020-03-27,25338,CoronaMex,simulacion,m9
2020-03-28,28237,CoronaMex,simulacion,m9
2020-03-29,31490,CoronaMex,simulacion,m9
2020-03-30,35134,CoronaMex,simulacion,m9
2020-03-31,39190,CoronaMex,simulacion,m9
2020-04-01,43493,CoronaMex,simulacion,m9
2020-04-02,47863,CoronaMex,simulacion,m9
2020-04-03,52347,CoronaMex,simulacion,m9
2020-04-04,56987,CoronaMex,simulacion,m9
2020-04-05,61797,CoronaMex,simulacion,m9
2020-04-06,66798,CoronaMex,simulacion,m9
2020-04-07,72004,CoronaMex,simulacion,m9
2020-04-08,77429,CoronaMex,simulacion,m9
2020-04-09,83084,CoronaMex,simulacion,m9
2020-04-10,88981,CoronaMex,simulacion,m9
2020-04-11,95132,CoronaMex,simulacion,m9
2020-04-12,101547,CoronaMex,simulacion,m9
2020-04-13,108240,CoronaMex,simulacion,m9
2020-04-14,115221,CoronaMex,simulacion,m9
2020-04-15,122504,CoronaMex,simulacion,m9
2020-04-16,130101,CoronaMex,simulacion,m9
2020-04-17,138026,CoronaMex,simulacion,m9
2020-04-18,146294,CoronaMex,simulacion,m9
2020-04-19,154918,CoronaMex,simulacion,m9
2020-04-20,163916,CoronaMex,simulacion,m9
2020-04-21,173301,CoronaMex,simulacion,m9
2020-04-22,183092,CoronaMex,simulacion,m9
2020-04-23,193306,CoronaMex,simulacion,m9
2020-04-24,203960,CoronaMex,simulacion,m9
2020-02-17,101,SSA,simulacion,m1
2020-02-18,108,SSA,simulacion,m1
2020-02-19,128,SSA,simulacion,m1
2020-02-20,152,SSA,simulacion,m1
2020-02-21,180,SSA,simulacion,m1
2020-02-22,210,SSA,simulacion,m1
2020-02-23,244,SSA,simulacion,m1
2020-02-24,282,SSA,simulacion,m1
2020-02-25,323,SSA,simulacion,m1
2020-02-26,369,SSA,simulacion,m1
2020-02-27,423,SSA,simulacion,m1
2020-02-28,487,SSA,simulacion,m1
2020-02-29,561,SSA,simulacion,m1
2020-03-01,647,SSA,simulacion,m1
2020-03-02,746,SSA,simulacion,m1
2020-03-03,861,SSA,simulacion,m1
2020-03-04,994,SSA,simulacion,m1
2020-03-05,1149,SSA,simulacion,m1
2020-03-06,1328,SSA,simulacion,m1
2020-03-07,1537,SSA,simulacion,m1
2020-03-08,1778,SSA,simulacion,m1
2020-03-09,2059,SSA,simulacion,m1
2020-03-10,2385,SSA,simulacion,m1
2020-03-11,2763,SSA,simulacion,m1
2020-03-12,3202,SSA,simulacion,m1
2020-03-13,3711,SSA,simulacion,m1
2020-03-14,4303,SSA,simulacion,m1
2020-03-15,4989,SSA,simulacion,m1
2020-03-16,5774,SSA,simulacion,m1
2020-03-17,6648,SSA,simulacion,m1
2020-03-18,7613,SSA,simulacion,m1
2020-03-19,8678,SSA,simulacion,m1
2020-03-20,9861,SSA,simulacion,m1
2020-03-21,11174,SSA,simulacion,m1
2020-03-22,12633,SSA,simulacion,m1
2020-03-23,14253,SSA,simulacion,m1
2020-03-24,16050,SSA,simulacion,m1
2020-03-25,18048,SSA,simulacion,m1
2020-03-26,20257,SSA,simulacion,m1
2020-03-27,22670,SSA,simulacion,m1
2020-03-28,25279,SSA,simulacion,m1
2020-03-29,28086,SSA,simulacion,m1
2020-03-30,31104,SSA,simulacion,m1
2020-03-31,34357,SSA,simulacion,m1
2020-04-01,37866,SSA,simulacion,m1
2020-04-02,41652,SSA,simulacion,m1
2020-04-03,45737,SSA,simulacion,m1
2020-04-04,50145,SSA,simulacion,m1
2020-04-05,54900,SSA,simulacion,m1
2020-04-06,60031,SSA,simulacion,m1
2020-04-07,65566,SSA,simulacion,m1
2020-04-08,71539,SSA,simulacion,m1
2020-04-09,77983,SSA,simulacion,m1
2020-04-10,84935,SSA,simulacion,m1
2020-04-11,92434,SSA,simulacion,m1
2020-04-12,100525,SSA,simulacion,m1
2020-04-13,109253,SSA,simulacion,m1
2020-04-14,118669,SSA,simulacion,m1
2020-04-15,128827,SSA,simulacion,m1
2020-04-16,139785,SSA,simulacion,m1
2020-04-17,151606,SSA,simulacion,m1
2020-04-18,164357,SSA,simulacion,m1
2020-04-19,178111,SSA,simulacion,m1
2020-04-20,192946,SSA,simulacion,m1
2020-04-21,208948,SSA,simulacion,m1
2020-04-22,226206,SSA,simulacion,m1
2020-04-23,244820,SSA,simulacion,m1
2020-04-24,264894,SSA,simulacion,m1
2020-02-17,101,SSA,simulacion,m2
2020-02-18,108,SSA,simulacion,m2
2020-02-19,127,SSA,simulacion,m2
2020-02-20,152,SSA,simulacion,m2
2020-02-21,181,SSA,simulacion,m2
2020-02-22,214,SSA,simulacion,m2
2020-02-23,251,SSA,simulacion,m2
2020-02-24,293,SSA,simulacion,m2
2020-02-25,340,SSA,simulacion,m2
2020-02-26,393,SSA,simulacion,m2
2020-02-27,452,SSA,simulacion,m2
2020-02-28,520,SSA,simulacion,m2
2020-02-29,597,SSA,simulacion,m2
2020-03-01,685,SSA,simulacion,m2
2020-03-02,783,SSA,simulacion,m2
2020-03-03,895,SSA,simulacion,m2
2020-03-04,1022,SSA,simulacion,m2
2020-03-05,1165,SSA,simulacion,m2
2020-03-06,1329,SSA,simulacion,m2
2020-03-07,1522,SSA,simulacion,m2
2020-03-08,1749,SSA,simulacion,m2
2020-03-09,2018,SSA,simulacion,m2
2020-03-10,2335,SSA,simulacion,m2
2020-03-11,2709,SSA,simulacion,m2
2020-03-12,3146,SSA,simulacion,m2
2020-03-13,3658,SSA,simulacion,m2
2020-03-14,4260,SSA,simulacion,m2
2020-03-15,4968,SSA,simulacion,m2
2020-03-16,5783,SSA,simulacion,m2
2020-03-17,6695,SSA,simulacion,m2
2020-03-18,7701,SSA,simulacion,m2
2020-03-19,8807,SSA,simulacion,m2
2020-03-20,10030,SSA,simulacion,m2
2020-03-21,11385,SSA,simulacion,m2
2020-03-22,12885,SSA,simulacion,m2
2020-03-23,14545,SSA,simulacion,m2
2020-03-24,16384,SSA,simulacion,m2
2020-03-25,18420,SSA,simulacion,m2
2020-03-26,20643,SSA,simulacion,m2
2020-03-27,23050,SSA,simulacion,m2
2020-03-28,25640,SSA,simulacion,m2
2020-03-29,28413,SSA,simulacion,m2
2020-03-30,31395,SSA,simulacion,m2
2020-03-31,34602,SSA,simulacion,m2
2020-04-01,38052,SSA,simulacion,m2
2020-04-02,41765,SSA,simulacion,m2
2020-04-03,45760,SSA,simulacion,m2
2020-04-04,50059,SSA,simulacion,m2
2020-04-05,54678,SSA,simulacion,m2
2020-04-06,59646,SSA,simulacion,m2
2020-04-07,64991,SSA,simulacion,m2
2020-04-08,70743,SSA,simulacion,m2
2020-04-09,76931,SSA,simulacion,m2
2020-04-10,83588,SSA,simulacion,m2
2020-04-11,90750,SSA,simulacion,m2
2020-04-12,98456,SSA,simulacion,m2
2020-04-13,106745,SSA,simulacion,m2
2020-04-14,115662,SSA,simulacion,m2
2020-04-15,125254,SSA,simulacion,m2
2020-04-16,135573,SSA,simulacion,m2
2020-04-17,146673,SSA,simulacion,m2
2020-04-18,158613,SSA,simulacion,m2
2020-04-19,171457,SSA,simulacion,m2
2020-04-20,185273,SSA,simulacion,m2
2020-04-21,200133,SSA,simulacion,m2
2020-04-22,216115,SSA,simulacion,m2
2020-04-23,233306,SSA,simulacion,m2
2020-04-24,251794,SSA,simulacion,m2
2020-02-17,101,SSA,simulacion,m3
2020-02-18,107,SSA,simulacion,m3
2020-02-19,122,SSA,simulacion,m3
2020-02-20,143,SSA,simulacion,m3
2020-02-21,166,SSA,simulacion,m3
2020-02-22,193,SSA,simulacion,m3
2020-02-23,222,SSA,simulacion,m3
2020-02-24,255,SSA,simulacion,m3
2020-02-25,291,SSA,simulacion,m3
2020-02-26,333,SSA,simulacion,m3
2020-02-27,384,SSA,simulacion,m3
2020-02-28,443,SSA,simulacion,m3
2020-02-29,512,SSA,simulacion,m3
2020-03-01,594,SSA,simulacion,m3
2020-03-02,690,SSA,simulacion,m3
2020-03-03,803,SSA,simulacion,m3
2020-03-04,936,SSA,simulacion,m3
2020-03-05,1091,SSA,simulacion,m3
2020-03-06,1274,SSA,simulacion,m3
2020-03-07,1486,SSA,simulacion,m3
2020-03-08,1732,SSA,simulacion,m3
2020-03-09,2017,SSA,simulacion,m3
2020-03-10,2348,SSA,simulacion,m3
2020-03-11,2732,SSA,simulacion,m3
2020-03-12,3177,SSA,simulacion,m3
2020-03-13,3693,SSA,simulacion,m3
2020-03-14,4292,SSA,simulacion,m3
2020-03-15,4987,SSA,simulacion,m3
2020-03-16,5788,SSA,simulacion,m3
2020-03-17,6686,SSA,simulacion,m3
2020-03-18,7677,SSA,simulacion,m3
2020-03-19,8769,SSA,simulacion,m3
2020-03-20,9974,SSA,simulacion,m3
2020-03-21,11309,SSA,simulacion,m3
2020-03-22,12787,SSA,simulacion,m3
2020-03-23,14424,SSA,simulacion,m3
2020-03-24,16236,SSA,simulacion,m3
2020-03-25,18245,SSA,simulacion,m3
2020-03-26,20468,SSA,simulacion,m3
2020-03-27,22895,SSA,simulacion,m3
2020-03-28,25516,SSA,simulacion,m3
2020-03-29,28334,SSA,simulacion,m3
2020-03-30,31367,SSA,simulacion,m3
2020-03-31,34639,SSA,simulacion,m3
2020-04-01,38170,SSA,simulacion,m3
2020-04-02,41978,SSA,simulacion,m3
2020-04-03,46088,SSA,simulacion,m3
2020-04-04,50522,SSA,simulacion,m3
2020-04-05,55306,SSA,simulacion,m3
2020-04-06,60468,SSA,simulacion,m3
2020-04-07,66037,SSA,simulacion,m3
2020-04-08,72047,SSA,simulacion,m3
2020-04-09,78531,SSA,simulacion,m3
2020-04-10,85527,SSA,simulacion,m3
2020-04-11,93075,SSA,simulacion,m3
2020-04-12,101218,SSA,simulacion,m3
2020-04-13,110004,SSA,simulacion,m3
2020-04-14,119482,SSA,simulacion,m3
2020-04-15,129708,SSA,simulacion,m3
2020-04-16,140740,SSA,simulacion,m3
2020-04-17,152642,SSA,simulacion,m3
2020-04-18,165481,SSA,simulacion,m3
2020-04-19,179331,SSA,simulacion,m3
2020-04-20,194271,SSA,simulacion,m3
2020-04-21,210387,SSA,simulacion,m3
2020-04-22,227770,SSA,simulacion,m3
2020-04-23,246520,SSA,simulacion,m3
2020-04-24,266743,SSA,simulacion,m3
2020-02-17,101,SSA,simulacion,m4
2020-02-18,106,SSA,simulacion,m4
2020-02-19,121,SSA,simulacion,m4
2020-02-20,141,SSA,simulacion,m4
2020-02-21,165,SSA,simulacion,m4
2020-02-22,192,SSA,simulacion,m4
2020-02-23,222,SSA,simulacion,m4
2020-02-24,255,SSA,simulacion,m4
2020-02-25,291,SSA,simulacion,m4
2020-02-26,335,SSA,simulacion,m4
2020-02-27,387,SSA,simulacion,m4
2020-02-28,450,SSA,simulacion,m4
2020-02-29,524,SSA,simulacion,m4
2020-03-01,611,SSA,simulacion,m4
2020-03-02,714,SSA,simulacion,m4
2020-03-03,835,SSA,simulacion,m4
2020-03-04,978,SSA,simulacion,m4
2020-03-05,1146,SSA,simulacion,m4
2020-03-06,1344,SSA,simulacion,m4
2020-03-07,1573,SSA,simulacion,m4
2020-03-08,1836,SSA,simulacion,m4
2020-03-09,2135,SSA,simulacion,m4
2020-03-10,2478,SSA,simulacion,m4
2020-03-11,2873,SSA,simulacion,m4
2020-03-12,3325,SSA,simulacion,m4
2020-03-13,3846,SSA,simulacion,m4
2020-03-14,4443,SSA,simulacion,m4
2020-03-15,5128,SSA,simulacion,m4
2020-03-16,5915,SSA,simulacion,m4
2020-03-17,6796,SSA,simulacion,m4
2020-03-18,7776,SSA,simulacion,m4
2020-03-19,8854,SSA,simulacion,m4
2020-03-20,10042,SSA,simulacion,m4
2020-03-21,11361,SSA,simulacion,m4
2020-03-22,12825,SSA,simulacion,m4
2020-03-23,14452,SSA,simulacion,m4
2020-03-24,16257,SSA,simulacion,m4
2020-03-25,18260,SSA,simulacion,m4
2020-03-26,20484,SSA,simulacion,m4
2020-03-27,22900,SSA,simulacion,m4
2020-03-28,25508,SSA,simulacion,m4
2020-03-29,28315,SSA,simulacion,m4
2020-03-30,31331,SSA,simulacion,m4
2020-03-31,34588,SSA,simulacion,m4
2020-04-01,38107,SSA,simulacion,m4
2020-04-02,41908,SSA,simulacion,m4
2020-04-03,46015,SSA,simulacion,m4
2020-04-04,50450,SSA,simulacion,m4
2020-04-05,55246,SSA,simulacion,m4
2020-04-06,60419,SSA,simulacion,m4
2020-04-07,66006,SSA,simulacion,m4
2020-04-08,72042,SSA,simulacion,m4
2020-04-09,78564,SSA,simulacion,m4
2020-04-10,85612,SSA,simulacion,m4
2020-04-11,93225,SSA,simulacion,m4
2020-04-12,101451,SSA,simulacion,m4
2020-04-13,110337,SSA,simulacion,m4
2020-04-14,119937,SSA,simulacion,m4
2020-04-15,130307,SSA,simulacion,m4
2020-04-16,141509,SSA,simulacion,m4
2020-04-17,153610,SSA,simulacion,m4
2020-04-18,166682,SSA,simulacion,m4
2020-04-19,180803,SSA,simulacion,m4
2020-04-20,196055,SSA,simulacion,m4
2020-04-21,212530,SSA,simulacion,m4
2020-04-22,230324,SSA,simulacion,m4
2020-04-23,249542,SSA,simulacion,m4
2020-04-24,270299,SSA,simulacion,m4
2020-02-17,101,SSA,simulacion,m5
2020-02-18,106,SSA,simulacion,m5
2020-02-19,119,SSA,simulacion,m5
2020-02-20,137,SSA,simulacion,m5
2020-02-21,158,SSA,simulacion,m5
2020-02-22,183,SSA,simulacion,m5
2020-02-23,211,SSA,simulacion,m5
2020-02-24,241,SSA,simulacion,m5
2020-02-25,275,SSA,simulacion,m5
2020-02-26,314,SSA,simulacion,m5
2020-02-27,362,SSA,simulacion,m5
2020-02-28,421,SSA,simulacion,m5
2020-02-29,491,SSA,simulacion,m5
2020-03-01,575,SSA,simulacion,m5
2020-03-02,675,SSA,simulacion,m5
2020-03-03,794,SSA,simulacion,m5
2020-03-04,935,SSA,simulacion,m5
2020-03-05,1105,SSA,simulacion,m5
2020-03-06,1306,SSA,simulacion,m5
2020-03-07,1541,SSA,simulacion,m5
2020-03-08,1808,SSA,simulacion,m5
2020-03-09,2112,SSA,simulacion,m5
2020-03-10,2457,SSA,simulacion,m5
2020-03-11,2854,SSA,simulacion,m5
2020-03-12,3307,SSA,simulacion,m5
2020-03-13,3827,SSA,simulacion,m5
2020-03-14,4422,SSA,simulacion,m5
2020-03-15,5102,SSA,simulacion,m5
2020-03-16,5881,SSA,simulacion,m5
2020-03-17,6753,SSA,simulacion,m5
2020-03-18,7724,SSA,simulacion,m5
2020-03-19,8797,SSA,simulacion,m5
2020-03-20,9981,SSA,simulacion,m5
2020-03-21,11299,SSA,simulacion,m5
2020-03-22,12765,SSA,simulacion,m5
2020-03-23,14395,SSA,simulacion,m5
2020-03-24,16207,SSA,simulacion,m5
2020-03-25,18220,SSA,simulacion,m5
2020-03-26,20458,SSA,simulacion,m5
2020-03-27,22896,SSA,simulacion,m5
2020-03-28,25532,SSA,simulacion,m5
2020-03-29,28352,SSA,simulacion,m5
2020-03-30,31373,SSA,simulacion,m5
2020-03-31,34627,SSA,simulacion,m5
2020-04-01,38135,SSA,simulacion,m5
2020-04-02,41916,SSA,simulacion,m5
2020-04-03,45993,SSA,simulacion,m5
2020-04-04,50387,SSA,simulacion,m5
2020-04-05,55129,SSA,simulacion,m5
2020-04-06,60234,SSA,simulacion,m5
2020-04-07,65736,SSA,simulacion,m5
2020-04-08,71669,SSA,simulacion,m5
2020-04-09,78067,SSA,simulacion,m5
2020-04-10,84965,SSA,simulacion,m5
2020-04-11,92404,SSA,simulacion,m5
2020-04-12,100424,SSA,simulacion,m5
2020-04-13,109070,SSA,simulacion,m5
2020-04-14,118393,SSA,simulacion,m5
2020-04-15,128443,SSA,simulacion,m5
2020-04-16,139278,SSA,simulacion,m5
2020-04-17,150959,SSA,simulacion,m5
2020-04-18,163553,SSA,simulacion,m5
2020-04-19,177129,SSA,simulacion,m5
2020-04-20,191764,SSA,simulacion,m5
2020-04-21,207541,SSA,simulacion,m5
2020-04-22,224548,SSA,simulacion,m5
2020-04-23,242880,SSA,simulacion,m5
2020-04-24,262639,SSA,simulacion,m5
2020-02-17,101,SSA,simulacion,m6
2020-02-18,105,SSA,simulacion,m6
2020-02-19,117,SSA,simulacion,m6
2020-02-20,134,SSA,simulacion,m6
2020-02-21,154,SSA,simulacion,m6
2020-02-22,177,SSA,simulacion,m6
2020-02-23,203,SSA,simulacion,m6
2020-02-24,232,SSA,simulacion,m6
2020-02-25,264,SSA,simulacion,m6
2020-02-26,301,SSA,simulacion,m6
2020-02-27,345,SSA,simulacion,m6
2020-02-28,398,SSA,simulacion,m6
2020-02-29,462,SSA,simulacion,m6
2020-03-01,538,SSA,simulacion,m6
2020-03-02,628,SSA,simulacion,m6
2020-03-03,735,SSA,simulacion,m6
2020-03-04,862,SSA,simulacion,m6
2020-03-05,1013,SSA,simulacion,m6
2020-03-06,1192,SSA,simulacion,m6
2020-03-07,1401,SSA,simulacion,m6
2020-03-08,1645,SSA,simulacion,m6
2020-03-09,1928,SSA,simulacion,m6
2020-03-10,2258,SSA,simulacion,m6
2020-03-11,2644,SSA,simulacion,m6
2020-03-12,3093,SSA,simulacion,m6
2020-03-13,3618,SSA,simulacion,m6
2020-03-14,4230,SSA,simulacion,m6
2020-03-15,4945,SSA,simulacion,m6
2020-03-16,5771,SSA,simulacion,m6
2020-03-17,6694,SSA,simulacion,m6
2020-03-18,7704,SSA,simulacion,m6
2020-03-19,8809,SSA,simulacion,m6
2020-03-20,10024,SSA,simulacion,m6
2020-03-21,11365,SSA,simulacion,m6
2020-03-22,12847,SSA,simulacion,m6
2020-03-23,14483,SSA,simulacion,m6
2020-03-24,16291,SSA,simulacion,m6
2020-03-25,18289,SSA,simulacion,m6
2020-03-26,20497,SSA,simulacion,m6
2020-03-27,22903,SSA,simulacion,m6
2020-03-28,25495,SSA,simulacion,m6
2020-03-29,28278,SSA,simulacion,m6
2020-03-30,31270,SSA,simulacion,m6
2020-03-31,34496,SSA,simulacion,m6
2020-04-01,37975,SSA,simulacion,m6
2020-04-02,41729,SSA,simulacion,m6
2020-04-03,45778,SSA,simulacion,m6
2020-04-04,50148,SSA,simulacion,m6
2020-04-05,54862,SSA,simulacion,m6
2020-04-06,59950,SSA,simulacion,m6
2020-04-07,65440,SSA,simulacion,m6
2020-04-08,71363,SSA,simulacion,m6
2020-04-09,77756,SSA,simulacion,m6
2020-04-10,84654,SSA,simulacion,m6
2020-04-11,92097,SSA,simulacion,m6
2020-04-12,100128,SSA,simulacion,m6
2020-04-13,108794,SSA,simulacion,m6
2020-04-14,118144,SSA,simulacion,m6
2020-04-15,128233,SSA,simulacion,m6
2020-04-16,139119,SSA,simulacion,m6
2020-04-17,150864,SSA,simulacion,m6
2020-04-18,163537,SSA,simulacion,m6
2020-04-19,177208,SSA,simulacion,m6
2020-04-20,191959,SSA,simulacion,m6
2020-04-21,207872,SSA,simulacion,m6
2020-04-22,225039,SSA,simulacion,m6
2020-04-23,243558,SSA,simulacion,m6
2020-04-24,263536,SSA,simulacion,m6
2020-02-17,101,SSA,simulacion,m7
2020-02-18,105,SSA,simulacion,m7
2020-02-19,117,SSA,simulacion,m7
2020-02-20,134,SSA,simulacion,m7
2020-02-21,155,SSA,simulacion,m7
2020-02-22,178,SSA,simulacion,m7
2020-02-23,204,SSA,simulacion,m7
2020-02-24,232,SSA,simulacion,m7
2020-02-25,264,SSA,simulacion,m7
2020-02-26,300,SSA,simulacion,m7
2020-02-27,344,SSA,simulacion,m7
2020-02-28,400,SSA,simulacion,m7
2020-02-29,468,SSA,simulacion,m7
2020-03-01,550,SSA,simulacion,m7
2020-03-02,649,SSA,simulacion,m7
2020-03-03,767,SSA,simulacion,m7
2020-03-04,909,SSA,simulacion,m7
2020-03-05,1080,SSA,simulacion,m7
2020-03-06,1285,SSA,simulacion,m7
2020-03-07,1526,SSA,simulacion,m7
2020-03-08,1801,SSA,simulacion,m7
2020-03-09,2114,SSA,simulacion,m7
2020-03-10,2470,SSA,simulacion,m7
2020-03-11,2879,SSA,simulacion,m7
2020-03-12,3349,SSA,simulacion,m7
2020-03-13,3888,SSA,simulacion,m7
2020-03-14,4510,SSA,simulacion,m7
2020-03-15,5224,SSA,simulacion,m7
2020-03-16,6035,SSA,simulacion,m7
2020-03-17,6930,SSA,simulacion,m7
2020-03-18,7911,SSA,simulacion,m7
2020-03-19,8987,SSA,simulacion,m7
2020-03-20,10173,SSA,simulacion,m7
2020-03-21,11486,SSA,simulacion,m7
2020-03-22,12940,SSA,simulacion,m7
2020-03-23,14550,SSA,simulacion,m7
2020-03-24,16334,SSA,simulacion,m7
2020-03-25,18311,SSA,simulacion,m7
2020-03-26,20502,SSA,simulacion,m7
2020-03-27,22901,SSA,simulacion,m7
2020-03-28,25490,SSA,simulacion,m7
2020-03-29,28273,SSA,simulacion,m7
2020-03-30,31268,SSA,simulacion,m7
2020-03-31,34503,SSA,simulacion,m7
2020-04-01,38006,SSA,simulacion,m7
2020-04-02,41798,SSA,simulacion,m7
2020-04-03,45905,SSA,simulacion,m7
2020-04-04,50352,SSA,simulacion,m7
2020-04-05,55166,SSA,simulacion,m7
2020-04-06,60380,SSA,simulacion,m7
2020-04-07,66028,SSA,simulacion,m7
2020-04-08,72146,SSA,simulacion,m7
2020-04-09,78771,SSA,simulacion,m7
2020-04-10,85947,SSA,simulacion,m7
2020-04-11,93719,SSA,simulacion,m7
2020-04-12,102136,SSA,simulacion,m7
2020-04-13,111252,SSA,simulacion,m7
2020-04-14,121125,SSA,simulacion,m7
2020-04-15,131817,SSA,simulacion,m7
2020-04-16,143396,SSA,simulacion,m7
2020-04-17,155935,SSA,simulacion,m7
2020-04-18,169514,SSA,simulacion,m7
2020-04-19,184219,SSA,simulacion,m7
2020-04-20,200142,SSA,simulacion,m7
2020-04-21,217384,SSA,simulacion,m7
2020-04-22,236054,SSA,simulacion,m7
2020-04-23,256268,SSA,simulacion,m7
2020-04-24,278154,SSA,simulacion,m7
2020-02-17,101,SSA,simulacion,m8
2020-02-18,105,SSA,simulacion,m8
2020-02-19,116,SSA,simulacion,m8
2020-02-20,131,SSA,simulacion,m8
2020-02-21,150,SSA,simulacion,m8
2020-02-22,172,SSA,simulacion,m8
2020-02-23,197,SSA,simulacion,m8
2020-02-24,225,SSA,simulacion,m8
2020-02-25,256,SSA,simulacion,m8
2020-02-26,296,SSA,simulacion,m8
2020-02-27,344,SSA,simulacion,m8
2020-02-28,404,SSA,simulacion,m8
2020-02-29,476,SSA,simulacion,m8
